epoch,train_loss,val_loss,val_dice,val_iou,val_acc,val_acc_pixel,val_hd95
1,6.1275,4.5986,0.5277,0.3584,0.8409,0.9966,220.1232
2,3.7136,3.0434,0.7034,0.5425,0.9160,0.9980,47.0521
3,2.7871,2.8315,0.7239,0.5672,0.8257,0.9986,21.6478
4,2.6596,2.6539,0.7561,0.6078,0.8826,0.9986,19.7621
5,2.5905,2.6387,0.7561,0.6079,0.8745,0.9986,18.6485
6,2.5396,2.6144,0.7758,0.6337,0.8740,0.9988,18.1013
7,2.4851,2.6977,0.7450,0.5936,0.8432,0.9987,18.7832
8,2.4290,2.6371,0.7433,0.5915,0.8559,0.9986,20.4501
9,2.3834,2.6301,0.7575,0.6097,0.8697,0.9987,22.0539
10,2.3461,2.7262,0.7497,0.5997,0.8415,0.9987,19.5122
11,2.2941,2.6578,0.7458,0.5946,0.8548,0.9986,18.3829
12,2.2415,2.6716,0.7470,0.5962,0.8495,0.9987,19.4332
13,2.2009,2.6739,0.7442,0.5927,0.8344,0.9987,18.2352
14,2.1549,2.6637,0.7478,0.5971,0.8332,0.9987,18.0598
15,2.1284,2.6372,0.7580,0.6103,0.8556,0.9987,18.8598
16,2.0966,2.6665,0.7507,0.6009,0.8470,0.9987,18.6941
17,2.0695,2.6353,0.7490,0.5988,0.8620,0.9986,18.4672
18,2.0479,2.6807,0.7502,0.6002,0.8485,0.9987,18.8297
19,2.0217,2.6262,0.7505,0.6006,0.8488,0.9987,17.9585
20,2.0016,2.6960,0.7391,0.5862,0.8267,0.9987,18.5545
21,1.9835,2.6364,0.7567,0.6086,0.8488,0.9987,18.2400
