epoch,train_loss,val_loss,val_dice,val_iou,val_acc,val_acc_pixel,val_hd95
1,0.8483,0.6736,0.6697,0.5035,0.9124,0.9977,35.8178
2,0.3155,0.4550,0.6831,0.5187,0.9253,0.9978,29.0342
3,0.1977,0.4060,0.7360,0.5823,0.8949,0.9984,21.1088
4,0.1689,0.3942,0.7487,0.5984,0.9210,0.9984,19.3342
5,0.1515,0.3982,0.7482,0.5977,0.9269,0.9984,23.1461
6,0.1368,0.4104,0.7513,0.6016,0.8565,0.9987,20.2045
7,0.1227,0.4090,0.7499,0.5998,0.8548,0.9987,18.2461
8,0.1091,0.4391,0.7445,0.5930,0.8534,0.9986,19.6533
9,0.0991,0.4025,0.7497,0.5996,0.8946,0.9985,20.4769
10,0.0907,0.4041,0.7707,0.6269,0.8718,0.9988,18.5436
11,0.0935,0.4501,0.7406,0.5880,0.8306,0.9987,19.2262
12,0.0987,0.4187,0.7617,0.6151,0.8701,0.9987,19.1387
13,0.1023,0.4096,0.7534,0.6044,0.8700,0.9986,19.5428
14,0.1060,0.4408,0.7525,0.6032,0.8499,0.9987,19.9075
15,0.1085,0.4276,0.7631,0.6169,0.8573,0.9988,19.5354
16,0.1136,0.4299,0.7578,0.6101,0.8532,0.9987,18.0633
17,0.1183,0.4345,0.7525,0.6032,0.8495,0.9987,18.7811
18,0.1219,0.4298,0.7654,0.6200,0.8624,0.9987,18.0092
19,0.1246,0.4097,0.7734,0.6305,0.8674,0.9988,18.2736
20,0.1289,0.4277,0.7664,0.6213,0.8610,0.9988,17.7180
21,0.1324,0.4324,0.7623,0.6159,0.8530,0.9988,18.3255
22,0.1366,0.4486,0.7562,0.6080,0.8500,0.9987,18.0069
23,0.1389,0.4323,0.7606,0.6136,0.8515,0.9988,17.5860
24,0.1417,0.4422,0.7598,0.6127,0.8506,0.9988,18.2556
25,0.1459,0.4508,0.7573,0.6094,0.8467,0.9987,18.6375
26,0.1477,0.4705,0.7452,0.5939,0.8332,0.9987,18.5900
27,0.1513,0.4391,0.7611,0.6143,0.8552,0.9987,18.1118
28,0.1529,0.4424,0.7621,0.6156,0.8471,0.9988,18.2610
29,0.1556,0.4470,0.7581,0.6105,0.8462,0.9988,18.8558
30,0.1577,0.4479,0.7615,0.6148,0.8498,0.9988,18.4289
31,0.1605,0.4586,0.7546,0.6059,0.8398,0.9988,18.5374
32,0.1627,0.4333,0.7646,0.6189,0.8565,0.9988,18.4111
33,0.1657,0.4649,0.7488,0.5985,0.8302,0.9988,19.3053
34,0.1676,0.4592,0.7511,0.6013,0.8351,0.9988,18.9614
