epoch,train_loss,val_loss,val_dice,val_iou,val_acc,val_acc_pixel,val_hd95
1,0.8092,0.4942,0.7211,0.5639,0.8906,0.9983,25.8335
2,0.4282,0.3909,0.7632,0.6171,0.8771,0.9987,20.6227
3,0.3523,0.3959,0.7613,0.6146,0.8677,0.9987,21.5938
4,0.3192,0.3844,0.7452,0.5939,0.8761,0.9986,22.0358
5,0.2924,0.3795,0.7662,0.6210,0.8698,0.9987,20.3856
6,0.2730,0.3838,0.7578,0.6100,0.8520,0.9987,20.1027
7,0.2591,0.3836,0.7517,0.6022,0.8410,0.9987,18.9806
8,0.2471,0.3758,0.7684,0.6239,0.8614,0.9988,18.4470
9,0.2385,0.3802,0.7692,0.6249,0.8716,0.9987,18.6841
10,0.2304,0.4125,0.7411,0.5887,0.8207,0.9987,21.0890
11,0.2224,0.3913,0.7590,0.6116,0.8436,0.9988,20.1908
12,0.2191,0.3869,0.7660,0.6208,0.8519,0.9988,20.1165
13,0.2141,0.3896,0.7606,0.6137,0.8551,0.9987,20.6423
14,0.2082,0.3973,0.7557,0.6074,0.8422,0.9988,20.6052
15,0.2059,0.4153,0.7368,0.5833,0.8232,0.9987,20.4773
16,0.2017,0.3961,0.7536,0.6046,0.8481,0.9987,19.0283
17,0.1984,0.3957,0.7550,0.6064,0.8422,0.9987,18.8210
18,0.1966,0.3960,0.7690,0.6247,0.8487,0.9988,19.1552
19,0.1930,0.3906,0.7612,0.6145,0.8457,0.9988,19.0735
20,0.1915,0.3852,0.7714,0.6279,0.8580,0.9988,18.6113
21,0.1881,0.3930,0.7548,0.6062,0.8376,0.9988,18.6573
22,0.1875,0.4062,0.7411,0.5887,0.8231,0.9987,20.5141
23,0.1842,0.4001,0.7570,0.6090,0.8405,0.9988,20.3767
24,0.1830,0.4042,0.7607,0.6138,0.8444,0.9988,20.2154
25,0.1803,0.4074,0.7551,0.6066,0.8396,0.9988,20.2575
26,0.1787,0.3906,0.7560,0.6078,0.8403,0.9988,20.3911
27,0.1774,0.3960,0.7637,0.6178,0.8457,0.9988,19.6910
28,0.1751,0.3985,0.7592,0.6118,0.8414,0.9988,20.4078
29,0.1743,0.4018,0.7522,0.6028,0.8354,0.9988,19.6976
30,0.1727,0.3963,0.7556,0.6072,0.8387,0.9988,19.6616
31,0.1711,0.3938,0.7619,0.6154,0.8450,0.9988,21.6885
32,0.1700,0.4052,0.7524,0.6031,0.8355,0.9988,20.4186
33,0.1668,0.4006,0.7560,0.6077,0.8425,0.9988,19.7174
34,0.1665,0.4119,0.7538,0.6048,0.8352,0.9988,21.6837
35,0.1645,0.4095,0.7516,0.6021,0.8319,0.9988,21.1591
36,0.1633,0.3968,0.7541,0.6053,0.8390,0.9988,19.6532
37,0.1622,0.4081,0.7525,0.6032,0.8364,0.9988,20.2437
38,0.1614,0.3972,0.7665,0.6214,0.8468,0.9988,19.5252
39,0.1601,0.4116,0.7493,0.5991,0.8308,0.9988,20.8747
40,0.1589,0.3999,0.7559,0.6075,0.8428,0.9988,20.5518
