epoch,train_loss,val_loss,val_dice,val_iou,val_acc,val_acc_pixel,val_hd95
1,1.6469,0.8891,0.6912,0.5281,0.9101,0.9979,38.2719
2,0.8332,0.7643,0.7599,0.6128,0.8874,0.9986,21.8087
3,0.7651,0.7368,0.7606,0.6137,0.8794,0.9987,20.1197
4,0.7278,0.7168,0.7479,0.5974,0.8941,0.9985,18.9953
5,0.7066,0.7388,0.7587,0.6112,0.8596,0.9987,18.3866
6,0.6855,0.7099,0.7486,0.5983,0.9064,0.9985,18.1814
7,0.6648,0.7219,0.7681,0.6235,0.8761,0.9987,17.3672
8,0.6452,0.7678,0.7408,0.5883,0.8534,0.9986,18.1561
9,0.6302,0.7552,0.7517,0.6022,0.8583,0.9987,20.3723
10,0.6137,0.7468,0.7584,0.6108,0.8529,0.9987,17.5397
11,0.5994,0.7557,0.7624,0.6161,0.8605,0.9987,18.5035
12,0.5849,0.7426,0.7618,0.6152,0.8519,0.9988,17.0375
13,0.5741,0.7520,0.7548,0.6062,0.8599,0.9987,18.5782
14,0.5655,0.7572,0.7570,0.6090,0.8568,0.9987,18.7546
15,0.5534,0.7426,0.7584,0.6108,0.8637,0.9987,16.7958
16,0.5475,0.7335,0.7687,0.6243,0.8655,0.9988,16.7938
17,0.5382,0.7341,0.7693,0.6251,0.8675,0.9988,16.6481
18,0.5310,0.7420,0.7699,0.6258,0.8652,0.9988,16.5292
19,0.5248,0.7575,0.7582,0.6105,0.8513,0.9987,18.5261
