epoch,train_loss,val_loss,val_dice,val_iou,val_acc,val_acc_pixel,val_hd95
1,2.5245,2.3479,0.4012,0.2510,0.7297,0.9961,368.2812
2,2.2513,2.2079,0.4637,0.3018,0.8871,0.9949,57.5593
3,2.0288,1.8026,0.5363,0.3664,0.9085,0.9960,54.9140
4,1.7845,2.0000,0.6408,0.4714,0.8652,0.9977,40.1533
5,1.5154,1.6149,0.6755,0.5100,0.8907,0.9979,35.1891
6,1.2738,1.3559,0.6942,0.5317,0.8622,0.9982,29.9458
7,1.0834,1.2446,0.7079,0.5478,0.8670,0.9983,26.5479
8,0.9552,1.0625,0.7239,0.5673,0.8686,0.9984,24.5254
9,0.8830,0.9324,0.7361,0.5824,0.8562,0.9986,23.8868
10,0.8504,0.9007,0.7509,0.6012,0.8633,0.9986,21.6618
11,0.8250,0.8880,0.7508,0.6010,0.8791,0.9986,22.9384
12,0.8068,0.8819,0.7572,0.6092,0.8705,0.9987,22.5374
13,0.7908,0.8873,0.7537,0.6047,0.8572,0.9987,21.9262
14,0.7758,0.8909,0.7521,0.6028,0.8507,0.9987,21.3652
15,0.7614,0.8739,0.7642,0.6184,0.8632,0.9987,20.8960
16,0.7505,0.8892,0.7578,0.6101,0.8523,0.9987,20.9591
17,0.7419,0.8995,0.7552,0.6066,0.8471,0.9987,21.3017
18,0.7294,0.9053,0.7438,0.5921,0.8382,0.9987,21.8803
19,0.7201,0.9158,0.7437,0.5919,0.8327,0.9987,21.7047
20,0.7085,0.9088,0.7503,0.6004,0.8421,0.9987,21.3042
21,0.6974,0.9086,0.7540,0.6052,0.8484,0.9987,21.7347
22,0.6877,0.9074,0.7495,0.5994,0.8402,0.9987,21.7206
23,0.6777,0.9146,0.7473,0.5965,0.8375,0.9987,21.5712
24,0.6716,0.9263,0.7440,0.5924,0.8351,0.9987,21.9456
25,0.6618,0.9231,0.7478,0.5973,0.8334,0.9987,21.8755
26,0.6540,0.9223,0.7475,0.5967,0.8328,0.9987,21.5360
