epoch,train_loss,val_loss,val_dice,val_iou,val_acc,val_acc_pixel,val_hd95
1,1.4206,1.2881,0.6487,0.4801,0.9305,0.9974,36.6299
2,1.1308,0.9681,0.6345,0.4647,0.9158,0.9973,45.5424
3,0.8408,0.6657,0.6315,0.4615,0.8673,0.9976,39.4065
4,0.4900,0.4176,0.7229,0.5661,0.8628,0.9984,21.5269
5,0.3752,0.3784,0.7630,0.6169,0.8801,0.9987,19.0451
6,0.3474,0.4569,0.7310,0.5761,0.8092,0.9987,20.2758
7,0.3331,0.4146,0.7483,0.5978,0.8230,0.9988,18.9288
8,0.3196,0.3715,0.7724,0.6292,0.8553,0.9988,17.3980
9,0.3093,0.3705,0.7742,0.6316,0.8554,0.9988,17.0028
10,0.2983,0.3713,0.7733,0.6304,0.8573,0.9988,17.5243
11,0.2889,0.3683,0.7757,0.6336,0.8639,0.9988,16.8611
12,0.2801,0.3791,0.7614,0.6147,0.8452,0.9988,17.1606
13,0.2727,0.3727,0.7709,0.6273,0.8716,0.9988,17.0898
14,0.2663,0.3776,0.7678,0.6231,0.8590,0.9988,17.1998
15,0.2601,0.3819,0.7611,0.6144,0.8489,0.9988,17.3911
16,0.2540,0.3811,0.7646,0.6189,0.8534,0.9988,17.4029
17,0.2498,0.3795,0.7701,0.6262,0.8677,0.9988,17.2927
18,0.2454,0.3878,0.7664,0.6212,0.8603,0.9988,17.5302
19,0.2411,0.3860,0.7666,0.6215,0.8612,0.9988,17.6328
20,0.2372,0.3827,0.7651,0.6196,0.8625,0.9987,18.3118
21,0.2334,0.3849,0.7611,0.6143,0.8542,0.9987,18.5065
22,0.2306,0.3894,0.7627,0.6164,0.8585,0.9987,18.4436
23,0.2273,0.3875,0.7639,0.6179,0.8566,0.9988,18.3691
