epoch,train_loss,val_loss,val_dice,val_iou,val_acc,val_acc_pixel,val_hd95
1,1.3924,1.2739,0.5151,0.3469,0.7660,0.9972,54.2214
2,1.1803,1.0945,0.6118,0.4408,0.8667,0.9974,41.8348
3,1.0257,0.9284,0.6190,0.4483,0.9006,0.9972,47.5512
4,0.8635,1.0009,0.7123,0.5532,0.8835,0.9983,35.0087
5,0.6960,0.8995,0.7301,0.5749,0.8858,0.9984,28.4325
6,0.5816,0.6542,0.7458,0.5946,0.8778,0.9985,24.1192
7,0.5212,0.5484,0.7515,0.6020,0.8829,0.9986,22.7270
8,0.4988,0.5191,0.7488,0.5984,0.8620,0.9986,20.3636
9,0.4846,0.5000,0.7522,0.6028,0.8775,0.9986,20.6188
10,0.4748,0.5017,0.7523,0.6029,0.8473,0.9987,20.5983
11,0.4682,0.4902,0.7599,0.6128,0.8715,0.9987,20.5039
12,0.4613,0.4830,0.7656,0.6202,0.8772,0.9987,20.7481
13,0.4560,0.4881,0.7658,0.6205,0.8706,0.9987,19.7140
14,0.4506,0.4882,0.7645,0.6188,0.8719,0.9987,19.8167
15,0.4456,0.4945,0.7553,0.6068,0.8471,0.9987,20.1100
16,0.4407,0.4932,0.7552,0.6067,0.8520,0.9987,19.8805
17,0.4348,0.4903,0.7562,0.6080,0.8586,0.9987,20.8774
18,0.4312,0.4971,0.7492,0.5989,0.8476,0.9987,20.3115
19,0.4269,0.4945,0.7501,0.6001,0.8453,0.9987,20.0723
20,0.4210,0.5057,0.7357,0.5819,0.8293,0.9987,20.3276
21,0.4176,0.5015,0.7451,0.5937,0.8448,0.9987,20.1375
