epoch,train_loss,val_loss,val_dice,val_iou,val_acc,val_acc_pixel,val_hd95
1,1.5495,1.2936,0.6764,0.5111,0.8892,0.9979,24.6296
2,1.1205,1.0272,0.6960,0.5337,0.8537,0.9983,28.0121
3,0.7868,0.5912,0.6668,0.5002,0.9092,0.9977,31.6694
4,0.4524,0.3876,0.7569,0.6089,0.8759,0.9986,20.5336
5,0.3723,0.3780,0.7756,0.6334,0.9001,0.9987,19.6856
6,0.3511,0.4608,0.7297,0.5745,0.8078,0.9987,21.0373
7,0.3370,0.3909,0.7620,0.6154,0.8388,0.9988,17.4307
8,0.3253,0.3736,0.7771,0.6354,0.8539,0.9989,17.0665
9,0.3167,0.3677,0.7775,0.6360,0.8580,0.9988,16.7620
10,0.3085,0.3644,0.7798,0.6391,0.8632,0.9988,16.8605
11,0.2995,0.3601,0.7797,0.6390,0.8702,0.9988,17.1180
12,0.2906,0.3639,0.7803,0.6397,0.8675,0.9988,17.0514
13,0.2845,0.3658,0.7757,0.6336,0.8632,0.9988,17.1651
14,0.2765,0.3647,0.7801,0.6395,0.8816,0.9988,17.4310
15,0.2708,0.3693,0.7745,0.6319,0.8734,0.9988,17.9140
16,0.2653,0.3709,0.7770,0.6354,0.8771,0.9988,17.4921
17,0.2606,0.3753,0.7752,0.6330,0.8756,0.9988,17.5217
18,0.2568,0.3761,0.7733,0.6304,0.8715,0.9988,17.7948
19,0.2531,0.3778,0.7663,0.6211,0.8694,0.9987,18.0352
20,0.2486,0.3734,0.7669,0.6220,0.8820,0.9987,17.5675
21,0.2444,0.3794,0.7636,0.6177,0.8679,0.9987,17.6719
22,0.2415,0.3852,0.7603,0.6132,0.8586,0.9987,17.8784
23,0.2388,0.3810,0.7647,0.6190,0.8627,0.9987,17.7133
24,0.2351,0.3764,0.7662,0.6210,0.8695,0.9987,17.7813
25,0.2323,0.3791,0.7627,0.6164,0.8586,0.9987,18.4449
26,0.2295,0.3815,0.7604,0.6134,0.8564,0.9987,17.9010
27,0.2276,0.3853,0.7578,0.6101,0.8553,0.9987,18.8944
28,0.2246,0.3846,0.7561,0.6078,0.8540,0.9987,18.9001
29,0.2214,0.3902,0.7540,0.6052,0.8509,0.9987,19.0791
30,0.2189,0.3864,0.7540,0.6051,0.8562,0.9987,18.7744
