epoch,train_loss,val_loss,val_dice,val_iou,val_acc,val_acc_pixel,val_hd95
1,1.5056,1.3476,0.4592,0.2981,0.6941,0.9974,60.2587
2,1.2428,1.1463,0.5778,0.4063,0.7468,0.9980,42.9456
3,1.0763,0.9562,0.7025,0.5414,0.8781,0.9982,29.5771
4,0.9256,1.0222,0.7165,0.5582,0.8958,0.9982,30.1071
5,0.7801,0.8474,0.7480,0.5974,0.8797,0.9986,25.5908
6,0.6442,0.6720,0.7426,0.5906,0.8793,0.9985,22.9951
7,0.5438,0.6105,0.7271,0.5713,0.8901,0.9984,23.3558
8,0.4841,0.5361,0.7224,0.5654,0.8897,0.9983,22.1771
9,0.4508,0.4923,0.7473,0.5965,0.8614,0.9986,18.9785
10,0.4277,0.4842,0.7525,0.6032,0.8569,0.9987,17.9858
11,0.4127,0.4832,0.7504,0.6005,0.8508,0.9987,17.8805
12,0.4000,0.4866,0.7473,0.5966,0.8403,0.9987,18.2409
13,0.3908,0.4895,0.7461,0.5950,0.8403,0.9987,18.5217
14,0.3806,0.4923,0.7448,0.5934,0.8333,0.9987,19.0138
15,0.3720,0.4896,0.7458,0.5946,0.8359,0.9987,19.1054
16,0.3650,0.4911,0.7472,0.5964,0.8382,0.9987,19.4022
17,0.3583,0.4925,0.7456,0.5944,0.8345,0.9987,19.3270
18,0.3516,0.4977,0.7400,0.5873,0.8264,0.9987,19.7879
19,0.3468,0.4919,0.7444,0.5928,0.8331,0.9987,19.2106
20,0.3416,0.4935,0.7437,0.5920,0.8321,0.9987,20.0614
21,0.3370,0.4962,0.7422,0.5901,0.8298,0.9987,19.6676
22,0.3324,0.4956,0.7427,0.5907,0.8304,0.9987,19.6702
23,0.3279,0.4961,0.7424,0.5904,0.8314,0.9987,19.4348
24,0.3241,0.4988,0.7399,0.5871,0.8272,0.9987,19.4221
25,0.3205,0.4989,0.7423,0.5902,0.8298,0.9987,19.3822
