epoch,train_loss,val_loss,val_dice,val_iou,val_acc,val_acc_pixel,val_hd95,lr,grad_norm,use_deep_supervision,loss_main,loss_aux_d2,loss_aux_d3,loss_aux_d4,ds_weight_main,ds_weight_d2,ds_weight_d3,ds_weight_d4
1,1.3445,1.2749,0.4635,0.3017,0.9276,0.9944,48.0112,0.00002662,1.483673,1.000000,1.401173,1.325172,1.210176,1.237018,0.533333,0.266667,0.133333,0.066667
2,1.0854,1.0967,0.6499,0.4814,0.9316,0.9974,26.3621,0.00005328,0.638369,1.000000,1.185238,1.069686,0.865992,0.787729,0.533333,0.266667,0.133333,0.066667
3,0.8376,0.8275,0.7012,0.5398,0.9123,0.9980,24.2701,0.00007995,0.679981,1.000000,0.989984,0.762859,0.516521,0.560388,0.533333,0.266667,0.133333,0.066667
4,0.5739,0.5193,0.7242,0.5676,0.9131,0.9982,20.9533,0.00007987,0.984185,1.000000,0.673373,0.458304,0.436372,0.515891,0.533333,0.266667,0.133333,0.066667
5,0.4272,0.3961,0.7710,0.6273,0.8844,0.9987,20.0647,0.00007948,1.132234,1.000000,0.441488,0.389118,0.412914,0.493403,0.533333,0.266667,0.133333,0.066667
6,0.3831,0.3759,0.7627,0.6165,0.8831,0.9987,18.5269,0.00007884,1.215531,1.000000,0.373606,0.368983,0.400416,0.480691,0.533333,0.266667,0.133333,0.066667
7,0.3643,0.3771,0.7513,0.6016,0.8633,0.9986,20.7213,0.00007794,1.265698,1.000000,0.349180,0.355756,0.389189,0.469977,0.533333,0.266667,0.133333,0.066667
8,0.3500,0.3921,0.7449,0.5935,0.8475,0.9987,18.0655,0.00007680,1.233971,1.000000,0.332617,0.343216,0.378045,0.460012,0.533333,0.266667,0.133333,0.066667
9,0.3435,0.3775,0.7491,0.5989,0.8490,0.9987,19.0960,0.00007542,1.292862,1.000000,0.324810,0.337531,0.373737,0.456648,0.533333,0.266667,0.133333,0.066667
