epoch,train_loss,val_loss,val_dice,val_iou,val_acc,val_acc_pixel,val_hd95
1,7.2298,5.5149,0.3553,0.2161,0.9114,0.9915,329.3556
2,4.7025,3.8321,0.7001,0.5386,0.8491,0.9983,34.3393
3,3.3910,2.9623,0.7587,0.6113,0.8752,0.9987,23.4603
4,2.7588,2.6913,0.7521,0.6027,0.8685,0.9986,19.4799
5,2.6073,2.6791,0.7495,0.5993,0.8563,0.9987,21.9222
6,2.5226,2.6824,0.7461,0.5950,0.8359,0.9987,19.3995
7,2.4591,2.7207,0.7422,0.5901,0.8312,0.9987,20.8673
8,2.3939,2.6283,0.7507,0.6008,0.8420,0.9987,18.1952
9,2.3326,2.6401,0.7542,0.6054,0.8529,0.9987,19.5230
10,2.2828,2.6533,0.7573,0.6094,0.8548,0.9987,19.0078
11,2.2377,2.6810,0.7412,0.5889,0.8389,0.9987,19.2504
12,2.1981,2.6448,0.7609,0.6140,0.8601,0.9987,19.0635
13,2.1639,2.6862,0.7456,0.5943,0.8355,0.9987,17.9753
14,2.1313,2.6701,0.7497,0.5996,0.8408,0.9987,18.6967
15,2.0989,2.7030,0.7393,0.5864,0.8275,0.9987,19.3477
16,2.0726,2.6514,0.7542,0.6054,0.8471,0.9987,18.7323
17,2.0496,2.6381,0.7521,0.6027,0.8430,0.9987,18.8088
18,2.0296,2.6484,0.7564,0.6083,0.8513,0.9987,18.7341
19,2.0105,2.6985,0.7406,0.5880,0.8357,0.9987,17.9471
20,1.9924,2.6995,0.7496,0.5995,0.8367,0.9987,19.3822
21,1.9763,2.6523,0.7558,0.6075,0.8510,0.9987,18.0741
22,1.9591,2.5865,0.7629,0.6167,0.8555,0.9988,17.5367
23,1.9495,2.7015,0.7369,0.5834,0.8256,0.9987,19.4975
24,1.9336,2.6667,0.7535,0.6045,0.8441,0.9987,17.9978
25,1.9228,2.6699,0.7525,0.6032,0.8424,0.9987,17.9190
26,1.9084,2.7113,0.7448,0.5934,0.8323,0.9987,19.4047
27,1.8988,2.6432,0.7581,0.6104,0.8501,0.9987,18.1087
28,1.8882,2.7106,0.7406,0.5880,0.8253,0.9987,19.7362
29,1.8792,2.6912,0.7486,0.5982,0.8379,0.9987,18.6308
30,1.8693,2.6750,0.7474,0.5967,0.8355,0.9987,18.2997
31,1.8632,2.6844,0.7504,0.6006,0.8371,0.9987,17.9740
32,1.8509,2.6942,0.7449,0.5935,0.8311,0.9987,18.4328
33,1.8460,2.6821,0.7527,0.6035,0.8393,0.9987,18.9901
34,1.8372,2.6758,0.7516,0.6021,0.8355,0.9988,18.2686
