epoch,train_loss,val_loss,val_dice,val_iou,val_acc,val_acc_pixel,val_hd95
1,1.5330,1.3071,0.5989,0.4275,0.9192,0.9968,50.3338
2,1.1893,1.0387,0.5992,0.4278,0.9009,0.9970,43.4104
3,0.8915,0.7675,0.6628,0.4957,0.8791,0.9978,47.0619
4,0.5661,0.4843,0.6798,0.5149,0.8661,0.9981,30.4348
5,0.4098,0.4104,0.7219,0.5649,0.8348,0.9985,26.9970
6,0.3719,0.4979,0.7772,0.6356,0.8534,0.9989,22.8378
7,0.3535,0.4077,0.7650,0.6194,0.8428,0.9988,21.2663
8,0.3391,0.3863,0.7741,0.6315,0.8580,0.9988,20.9147
9,0.3278,0.3852,0.7606,0.6137,0.8477,0.9988,21.5575
