epoch,train_loss,val_loss,val_dice,val_iou,val_acc,val_acc_pixel,val_hd95
1,5.6575,1.2097,0.3807,0.2351,0.8029,0.9944,180.1462
2,4.2498,1.0623,0.4823,0.3178,0.7878,0.9965,106.0371
3,3.0526,0.6739,0.6623,0.4951,0.8873,0.9978,37.5241
4,2.3631,0.7637,0.7261,0.5700,0.8836,0.9984,28.3152
5,2.1684,0.4840,0.7424,0.5903,0.8615,0.9986,23.0745
6,2.0805,0.4000,0.7492,0.5990,0.8523,0.9987,20.8413
7,2.0098,0.3866,0.7556,0.6073,0.8640,0.9987,19.9338
8,1.9596,0.3859,0.7525,0.6032,0.8608,0.9987,20.9426
9,1.9093,0.3889,0.7576,0.6098,0.8541,0.9987,19.5804
10,1.8566,0.3918,0.7472,0.5965,0.8446,0.9987,20.9510
11,1.8180,0.3965,0.7441,0.5925,0.8346,0.9987,20.8274
