epoch,train_loss,val_loss,val_dice,val_iou,val_acc,val_acc_pixel,val_hd95
1,1.4993,1.3785,0.5635,0.3923,0.7559,0.9978,62.6735
2,1.3149,1.2392,0.5779,0.4063,0.9225,0.9965,42.1035
3,1.1651,1.0844,0.6446,0.4756,0.9360,0.9973,33.0950
4,1.0008,0.8845,0.6809,0.5162,0.8867,0.9980,36.6241
5,0.8006,0.6943,0.7245,0.5680,0.8450,0.9985,28.2501
6,0.6167,0.9847,0.7570,0.6090,0.8936,0.9986,29.8963
7,0.4843,0.8608,0.7694,0.6252,0.8713,0.9987,24.5037
8,0.4110,0.6491,0.7562,0.6080,0.8537,0.9987,23.6915
9,0.3716,0.4856,0.7451,0.5937,0.8607,0.9986,25.0757
