epoch,train_loss,val_loss,val_dice,val_iou,val_acc,val_acc_pixel,val_hd95
1,1.4784,1.3009,0.5975,0.4261,0.8946,0.9970,29.1400
2,1.1859,1.0346,0.6782,0.5131,0.9288,0.9977,28.8338
3,0.8947,0.7048,0.7325,0.5779,0.8777,0.9984,26.0351
4,0.5591,0.4224,0.7394,0.5865,0.8669,0.9985,22.3969
5,0.4226,0.3773,0.7585,0.6110,0.8668,0.9987,18.6532
6,0.3909,0.5678,0.7703,0.6264,0.8671,0.9988,23.0949
7,0.3748,0.4423,0.7640,0.6181,0.8809,0.9987,33.0086
8,0.3613,0.3733,0.7754,0.6332,0.8541,0.9988,17.6664
9,0.3505,0.3688,0.7734,0.6305,0.8594,0.9988,18.3625
10,0.3415,0.3687,0.7744,0.6318,0.8679,0.9988,18.4392
11,0.3328,0.3708,0.7727,0.6295,0.8635,0.9988,18.5734
12,0.3259,0.3697,0.7746,0.6322,0.8775,0.9988,18.6047
13,0.3173,0.3791,0.7639,0.6180,0.8541,0.9988,18.7368
14,0.3100,0.3734,0.7694,0.6252,0.8657,0.9988,18.2950
15,0.3046,0.3787,0.7655,0.6201,0.8549,0.9988,18.5924
16,0.2979,0.3729,0.7692,0.6250,0.8583,0.9988,17.6718
17,0.2942,0.3814,0.7594,0.6121,0.8491,0.9988,18.2402
18,0.2887,0.3832,0.7607,0.6138,0.8484,0.9988,18.4207
19,0.2847,0.3853,0.7635,0.6174,0.8501,0.9988,18.5769
20,0.2807,0.3852,0.7614,0.6147,0.8524,0.9988,19.0716
21,0.2762,0.3853,0.7635,0.6175,0.8556,0.9988,19.3691
22,0.2727,0.3929,0.7526,0.6033,0.8375,0.9988,18.9250
23,0.2694,0.3856,0.7653,0.6198,0.8550,0.9988,19.0378
24,0.2655,0.3921,0.7578,0.6100,0.8473,0.9988,18.8615
25,0.2626,0.4095,0.7401,0.5874,0.8350,0.9987,18.9660
26,0.2589,0.3936,0.7579,0.6102,0.8548,0.9987,18.5522
27,0.2574,0.3886,0.7612,0.6144,0.8533,0.9988,18.2194
28,0.2545,0.3900,0.7577,0.6100,0.8450,0.9988,18.4778
