epoch,train_loss,val_loss,val_dice,val_iou,val_acc,val_acc_pixel,val_hd95
1,1.5357,0.9079,0.7150,0.5564,0.8943,0.9982,24.8444
2,0.7835,0.7382,0.7626,0.6163,0.8788,0.9987,21.8401
3,0.7361,0.7339,0.7335,0.5791,0.8802,0.9984,21.9141
4,0.7125,0.7060,0.7728,0.6298,0.8772,0.9988,21.1819
5,0.6965,0.7178,0.7841,0.6449,0.8692,0.9989,19.8415
6,0.6773,0.6914,0.7706,0.6268,0.8943,0.9987,18.8728
7,0.6637,0.7047,0.7551,0.6066,0.9027,0.9985,19.7062
8,0.6492,0.7247,0.7549,0.6064,0.8467,0.9987,18.0375
9,0.6336,0.7237,0.7482,0.5977,0.8430,0.9987,18.1056
10,0.6178,0.7239,0.7471,0.5963,0.8424,0.9987,18.1769
11,0.6034,0.7293,0.7511,0.6014,0.8501,0.9987,19.3669
12,0.5878,0.7321,0.7334,0.5790,0.8338,0.9986,18.6753
13,0.5772,0.7292,0.7447,0.5933,0.8383,0.9987,17.4649
14,0.5657,0.7217,0.7527,0.6035,0.8565,0.9987,17.6514
15,0.5553,0.7197,0.7589,0.6114,0.8543,0.9987,17.3708
