rank,sample_id,group,teacher_dice,student_dice,dice_gap,teacher_iou,student_iou,teacher_acc,student_acc,teacher_hd95,student_hd95,hd95_gap
1,2983,hard,0.8419,0.0000,0.8419,0.7269,0.0000,0.8908,0.4998,2.83,118.73,115.91
2,3014,hard,0.7826,0.0000,0.7826,0.6429,0.0000,0.8685,0.4998,2.83,121.03,118.20
3,4209,hard,0.7810,0.0000,0.7810,0.6406,0.0000,0.8796,0.5000,3.45,68.55,65.10
4,1472,hard,0.7647,0.0000,0.7647,0.6190,0.0000,0.8197,0.5000,3.56,103.48,99.92
5,1386,hard,0.7647,0.0000,0.7647,0.6190,0.0000,0.8714,0.5000,1.41,54.52,53.10
6,3343,hard,0.7647,0.0000,0.7647,0.6190,0.0000,0.8823,0.4999,2.00,33.50,31.50
7,2985,hard,0.7605,0.0000,0.7605,0.6136,0.0000,0.9125,0.4999,7.67,121.46,113.79
8,2966,hard,0.7310,0.0000,0.7310,0.5761,0.0000,0.8370,0.5000,7.02,31.39,24.36
9,4211,hard,0.7308,0.0000,0.7308,0.5758,0.0000,0.8518,0.5000,2.00,68.55,66.55
10,2061,hard,0.7255,0.0000,0.7255,0.5692,0.0000,0.8854,0.5000,2.00,109.23,107.23
11,4210,hard,0.7255,0.0000,0.7255,0.5692,0.0000,0.8426,0.5000,2.91,68.55,65.65
12,2064,hard,0.7229,0.0000,0.7229,0.5660,0.0000,0.8261,0.5000,5.17,107.84,102.68
13,2958,hard,0.8152,0.0938,0.7213,0.6880,0.0492,0.8799,0.5246,4.24,14.22,9.98
14,1909,hard,0.7149,0.0000,0.7149,0.5563,0.0000,0.7805,0.4999,13.43,106.31,92.88
15,132,hard,0.7131,0.0000,0.7131,0.5541,0.0000,0.8301,0.4995,6.13,25.53,19.40
16,3012,hard,0.7124,0.0000,0.7124,0.5533,0.0000,0.8469,0.4998,4.47,129.50,125.02
17,2959,hard,0.8088,0.0972,0.7117,0.6790,0.0511,0.8441,0.5255,4.97,14.32,9.34
18,1910,hard,0.7093,0.0000,0.7093,0.5496,0.0000,0.7753,0.4999,13.42,105.88,92.47
19,2062,hard,0.7048,0.0000,0.7048,0.5441,0.0000,0.8854,0.5000,2.15,109.23,107.08
20,4216,hard,0.7045,0.0000,0.7045,0.5439,0.0000,0.7818,0.5000,10.00,129.02,119.02
21,1908,hard,0.7009,0.0000,0.7009,0.5395,0.0000,0.7743,0.5000,15.00,115.50,100.50
22,2063,hard,0.7000,0.0000,0.7000,0.5385,0.0000,0.8043,0.5000,5.83,107.84,102.01
23,130,hard,0.6741,0.0031,0.6710,0.5084,0.0015,0.8251,0.5008,8.08,27.00,18.92
24,1912,hard,0.6688,0.0000,0.6688,0.5024,0.0000,0.7800,0.4998,73.10,98.23,25.12
25,2967,hard,0.6657,0.0000,0.6657,0.4989,0.0000,0.7925,0.5000,8.23,100.01,91.78
26,1940,hard,0.6781,0.0142,0.6639,0.5129,0.0071,0.7630,0.5037,10.00,42.07,32.07
27,1742,hard,0.6611,0.0000,0.6611,0.4938,0.0000,0.7616,0.4994,5.76,96.35,90.59
28,2745,hard,0.6606,0.0000,0.6606,0.4932,0.0000,0.7552,0.5000,9.42,105.75,96.33
29,2981,hard,0.6596,0.0000,0.6596,0.4921,0.0000,0.8339,0.4999,5.94,134.43,128.49
30,2968,hard,0.6591,0.0000,0.6591,0.4915,0.0000,0.7570,0.5000,8.00,100.01,92.01
31,1865,hard,0.6575,0.0000,0.6575,0.4898,0.0000,0.8750,0.5000,2.00,118.06,116.06
32,2939,hard,0.6555,0.0000,0.6555,0.4876,0.0000,0.7673,0.4996,85.63,98.33,12.69
33,1911,hard,0.6989,0.0494,0.6495,0.5372,0.0253,0.7701,0.5132,13.03,70.09,57.07
34,1480,hard,0.6429,0.0000,0.6429,0.4737,0.0000,0.7903,0.5000,3.16,103.10,99.94
35,2065,hard,0.6424,0.0000,0.6424,0.4732,0.0000,0.7880,0.5000,5.69,107.84,102.15
36,1863,hard,0.6410,0.0000,0.6410,0.4717,0.0000,0.8906,0.5000,2.00,129.34,127.34
37,1939,hard,0.6802,0.0399,0.6403,0.5154,0.0204,0.7611,0.5108,9.22,40.87,31.65
38,507,hard,0.8575,0.2179,0.6396,0.7506,0.1223,0.8911,0.5628,4.24,36.32,32.07
39,2747,hard,0.6393,0.0000,0.6393,0.4698,0.0000,0.7447,0.5000,9.58,105.75,96.17
40,2987,hard,0.7224,0.0837,0.6388,0.5654,0.0437,0.9283,0.5218,8.60,20.52,11.92
41,128,hard,0.7015,0.0651,0.6364,0.5402,0.0337,0.8550,0.5224,10.09,21.40,11.31
42,1778,hard,0.6333,0.0000,0.6333,0.4634,0.0000,0.9596,0.5000,5.33,71.52,66.19
43,1861,hard,0.6316,0.0000,0.6316,0.4615,0.0000,0.8750,0.5000,2.00,129.34,127.34
44,1907,hard,0.6802,0.0517,0.6286,0.5154,0.0265,0.7609,0.5133,22.00,40.28,18.28
45,2749,hard,0.6196,0.0000,0.6196,0.4488,0.0000,0.7377,0.5000,9.15,105.75,96.60
46,4025,hard,0.6154,0.0000,0.6154,0.4444,0.0000,0.7609,0.5000,3.55,205.36,201.81
47,2069,hard,0.6109,0.0000,0.6109,0.4398,0.0000,0.7253,0.5000,4.00,108.83,104.83
48,1921,hard,0.6080,0.0000,0.6080,0.4368,0.0000,0.7320,0.5000,15.97,116.67,100.71
49,2973,hard,0.6050,0.0000,0.6050,0.4337,0.0000,0.7795,0.5000,7.14,97.39,90.25
50,1208,hard,0.6032,0.0000,0.6032,0.4318,0.0000,0.9523,0.5000,2.00,131.36,129.36
51,1335,hard,0.6029,0.0000,0.6029,0.4316,0.0000,0.7204,0.4999,5.00,136.45,131.45
52,1916,hard,0.5980,0.0000,0.5980,0.4266,0.0000,0.7186,0.4999,22.48,99.48,77.00
53,126,hard,0.7813,0.1846,0.5967,0.6411,0.1017,0.8770,0.5687,8.06,20.02,11.96
54,2974,hard,0.5852,0.0000,0.5852,0.4136,0.0000,0.7598,0.5000,8.06,97.39,89.33
55,1915,hard,0.5850,0.0000,0.5850,0.4134,0.0000,0.7280,0.4999,73.16,99.19,26.03
56,1920,hard,0.5838,0.0000,0.5838,0.4122,0.0000,0.7211,0.4999,70.40,99.56,29.15
57,1741,hard,0.5818,0.0000,0.5818,0.4103,0.0000,0.7119,0.4993,6.32,96.16,89.84
58,2070,hard,0.5690,0.0000,0.5690,0.3976,0.0000,0.7037,0.5000,4.24,108.83,104.58
59,2896,hard,0.5683,0.0000,0.5683,0.3970,0.0000,0.7629,0.4998,12.96,33.01,20.05
60,3344,hard,0.5667,0.0000,0.5667,0.3953,0.0000,0.7499,0.4999,21.29,31.94,10.65
61,2071,hard,0.5665,0.0000,0.5665,0.3952,0.0000,0.7037,0.5000,4.44,108.83,104.39
62,2938,hard,0.5659,0.0000,0.5659,0.3946,0.0000,0.7278,0.4996,87.59,101.57,13.98
63,2068,hard,0.5783,0.0125,0.5658,0.4068,0.0063,0.7307,0.5032,3.09,12.19,9.10
64,1941,hard,0.5805,0.0150,0.5655,0.4089,0.0076,0.7295,0.5039,63.21,43.83,-19.38
65,1938,hard,0.6437,0.0787,0.5650,0.4746,0.0410,0.7393,0.5217,10.97,39.21,28.25
66,1732,hard,0.5584,0.0000,0.5584,0.3873,0.0000,0.7433,0.4999,4.52,96.06,91.54
67,2937,hard,0.5579,0.0000,0.5579,0.3869,0.0000,0.7040,0.4997,15.06,103.77,88.71
68,2739,hard,0.5565,0.0000,0.5565,0.3855,0.0000,0.8502,0.5000,6.26,105.99,99.73
69,2979,hard,0.5897,0.0339,0.5558,0.4181,0.0172,0.8080,0.5086,8.08,24.70,16.62
70,1922,hard,0.5554,0.0000,0.5554,0.3845,0.0000,0.6956,0.4999,18.51,94.49,75.98
71,2050,hard,0.5498,0.0000,0.5498,0.3791,0.0000,0.7101,0.5000,5.00,107.35,102.35
72,2975,hard,0.5455,0.0000,0.5455,0.3750,0.0000,0.7565,0.5000,68.48,97.39,28.91
73,3018,hard,0.8329,0.2929,0.5400,0.7137,0.1716,0.8584,0.5858,10.00,21.98,11.98
74,1752,hard,0.5364,0.0000,0.5364,0.3665,0.0000,0.7610,0.4999,2.83,96.54,93.71
75,4023,hard,0.5333,0.0000,0.5333,0.3636,0.0000,0.7609,0.5000,9.56,118.43,108.87
76,3574,hard,0.7840,0.2508,0.5332,0.6447,0.1434,0.9031,0.5717,5.00,12.31,7.31
77,1917,hard,0.5288,0.0000,0.5288,0.3595,0.0000,0.7189,0.4997,73.45,96.00,22.55
78,2965,hard,0.8081,0.2817,0.5264,0.6779,0.1639,0.8533,0.5822,4.24,11.82,7.58
79,2741,hard,0.5241,0.0000,0.5241,0.3551,0.0000,0.8173,0.5000,4.52,105.99,101.47
80,1906,hard,0.6578,0.1343,0.5236,0.4901,0.0720,0.7471,0.5360,23.22,39.06,15.84
81,1743,hard,0.7184,0.1972,0.5212,0.5606,0.1094,0.7817,0.6264,4.24,94.02,89.78
82,3168,hard,0.9499,0.4294,0.5206,0.9047,0.2734,0.9570,0.6367,2.24,26.40,24.17
83,2743,hard,0.5204,0.0000,0.5204,0.3517,0.0000,0.8027,0.5000,5.00,105.99,100.99
84,134,hard,0.5171,0.0000,0.5171,0.3487,0.0000,0.7091,0.5000,7.97,97.05,89.07
85,2073,hard,0.5135,0.0000,0.5135,0.3455,0.0000,0.7345,0.5000,6.03,143.61,137.57
86,54,hard,0.8710,0.3619,0.5091,0.7714,0.2209,0.9655,0.8274,1.00,62.48,61.48
87,2765,hard,0.5065,0.0000,0.5065,0.3391,0.0000,0.7670,0.5000,3.41,102.67,99.27
88,1913,hard,0.5041,0.0000,0.5041,0.3370,0.0000,0.7177,0.4996,76.18,95.06,18.89
89,1929,hard,0.5009,0.0000,0.5009,0.3341,0.0000,0.6703,0.4999,17.09,64.41,47.32
90,1919,hard,0.5004,0.0000,0.5004,0.3337,0.0000,0.7175,0.4996,73.22,91.59,18.37
91,1888,hard,0.6959,0.1958,0.5001,0.5336,0.1085,0.8457,0.5713,80.02,85.83,5.81
92,2059,hard,0.5000,0.0000,0.5000,0.3333,0.0000,0.8749,0.5000,14.50,109.23,94.73
93,4022,hard,0.4912,0.0000,0.4912,0.3256,0.0000,0.8043,0.5000,9.42,118.43,109.01
94,2072,hard,0.4907,0.0000,0.4907,0.3252,0.0000,0.6920,0.5000,5.00,107.35,102.35
95,1738,hard,0.4889,0.0000,0.4889,0.3235,0.0000,0.7157,0.5000,11.08,101.97,90.89
96,1923,hard,0.4879,0.0000,0.4879,0.3227,0.0000,0.6620,0.4999,20.02,95.54,75.52
97,1887,hard,0.4865,0.0000,0.4865,0.3214,0.0000,0.7106,0.4994,80.17,110.82,30.66
98,2764,hard,0.4848,0.0000,0.4848,0.3200,0.0000,0.7191,0.5000,11.96,102.67,90.71
99,2762,hard,0.4839,0.0000,0.4839,0.3191,0.0000,0.7054,0.5000,18.32,102.67,84.35
100,1867,hard,0.4819,0.0000,0.4819,0.3175,0.0000,0.7631,0.4999,101.26,117.10,15.83
101,3231,hard,0.6344,0.1525,0.4819,0.4646,0.0826,0.7489,0.5413,10.30,27.56,17.26
102,1914,hard,0.4800,0.0000,0.4800,0.3158,0.0000,0.7051,0.4995,75.39,95.00,19.61
103,1918,hard,0.4796,0.0000,0.4796,0.3154,0.0000,0.7226,0.4996,73.55,92.10,18.55
104,4010,hard,0.4795,0.0000,0.4795,0.3154,0.0000,0.7562,0.5000,8.80,126.55,117.75
105,1820,hard,0.5430,0.0637,0.4794,0.3727,0.0329,0.8331,0.5203,5.10,13.78,8.68
106,2969,hard,0.6067,0.1329,0.4738,0.4354,0.0712,0.7714,0.5356,6.52,15.02,8.50
107,1075,hard,0.4717,0.0000,0.4717,0.3086,0.0000,0.6670,0.4997,90.21,106.11,15.90
108,3019,hard,0.7836,0.3127,0.4708,0.6442,0.1854,0.8221,0.5927,10.77,22.11,11.34
109,2766,hard,0.4693,0.0000,0.4693,0.3066,0.0000,0.7875,0.5000,5.49,102.67,97.18
110,1930,hard,0.4991,0.0312,0.4679,0.3325,0.0158,0.6734,0.5085,18.34,35.41,17.07
111,2052,hard,0.4673,0.0000,0.4673,0.3049,0.0000,0.6811,0.5000,5.39,107.35,101.96
112,4020,hard,0.4667,0.0000,0.4667,0.3043,0.0000,0.7413,0.5000,8.60,120.23,111.63
113,3576,hard,0.8147,0.3491,0.4656,0.6873,0.2115,0.8781,0.6057,5.00,11.60,6.60
114,1739,hard,0.4622,0.0000,0.4622,0.3005,0.0000,0.6920,0.4993,16.47,94.36,77.89
115,4008,hard,0.4615,0.0000,0.4615,0.3000,0.0000,0.7624,0.5000,8.62,126.55,117.92
116,4012,hard,0.4545,0.0000,0.4545,0.2941,0.0000,0.6875,0.5000,10.86,126.55,115.68
117,627,hard,0.4528,0.0000,0.4528,0.2927,0.0000,0.8000,0.5000,43.69,18.25,-25.44
118,1740,hard,0.4471,0.0000,0.4471,0.2879,0.0000,0.6862,0.5000,11.14,64.41,53.27
119,2225,hard,0.5643,0.1238,0.4405,0.3931,0.0660,0.7690,0.5455,16.01,22.65,6.63
120,3326,hard,0.4397,0.0000,0.4397,0.2818,0.0000,0.6465,0.5000,12.21,83.87,71.66
121,4024,hard,0.4390,0.0000,0.4390,0.2812,0.0000,0.6956,0.5000,8.85,207.15,198.30
122,1859,hard,0.4375,0.0000,0.4375,0.2800,0.0000,0.7413,0.5000,2.21,131.51,129.30
123,3170,hard,0.9334,0.5002,0.4332,0.8751,0.3335,0.9390,0.6668,2.83,25.90,23.07
124,2067,hard,0.4686,0.0357,0.4329,0.3060,0.0182,0.6794,0.5096,3.86,9.90,6.04
125,625,hard,0.8315,0.4000,0.4315,0.7115,0.2500,0.8854,0.6250,8.90,12.89,3.99
126,1857,hard,0.4314,0.0000,0.4314,0.2750,0.0000,0.6896,0.5000,2.30,131.51,129.21
127,3233,hard,0.6478,0.2194,0.4284,0.4790,0.1232,0.7662,0.5632,6.71,23.37,16.66
128,2778,hard,0.8563,0.4305,0.4258,0.7487,0.2743,0.8893,0.6372,6.90,43.80,36.90
129,1336,hard,0.4255,0.0000,0.4255,0.2703,0.0000,0.6492,0.5000,136.96,100.06,-36.90
130,4214,hard,0.4225,0.0000,0.4225,0.2679,0.0000,0.6562,0.5000,10.24,68.68,58.44
131,3017,hard,0.8553,0.4330,0.4223,0.7472,0.2764,0.8743,0.6382,9.06,18.37,9.31
132,3324,hard,0.4159,0.0000,0.4159,0.2626,0.0000,0.6350,0.5000,12.85,83.87,71.02
133,640,hard,0.5017,0.0874,0.4142,0.3348,0.0457,0.7142,0.5229,48.15,18.55,-29.60
134,4018,hard,0.4138,0.0000,0.4138,0.2609,0.0000,0.7069,0.4998,9.46,182.68,173.21
135,2135,hard,0.4074,0.0000,0.4074,0.2558,0.0000,0.7340,0.4996,4.00,46.70,42.70
136,3924,hard,0.4070,0.0000,0.4070,0.2555,0.0000,0.8975,0.4999,119.28,121.31,2.03
137,4215,hard,0.4062,0.0000,0.4062,0.2549,0.0000,0.6354,0.5000,10.41,68.68,58.27
138,3020,hard,0.7864,0.3830,0.4034,0.6480,0.2368,0.8244,0.6184,10.92,20.10,9.18
139,4016,hard,0.4000,0.0000,0.4000,0.2500,0.0000,0.7069,0.4998,9.43,182.97,173.54
140,2781,hard,0.4901,0.0935,0.3967,0.3246,0.0490,0.9131,0.5333,16.27,18.79,2.51
141,1736,hard,0.3925,0.0000,0.3925,0.2442,0.0000,0.6666,0.5000,4.47,98.55,94.08
142,2809,hard,0.7898,0.3979,0.3919,0.6527,0.2484,0.8324,0.6244,8.95,42.58,33.64
143,4014,hard,0.3871,0.0000,0.3871,0.2400,0.0000,0.7069,0.5000,9.42,120.23,110.81
144,3229,hard,0.5871,0.2033,0.3837,0.4155,0.1132,0.7143,0.5566,10.79,25.96,15.17
145,4305,hard,0.5843,0.2014,0.3828,0.4127,0.1120,0.7080,0.5560,8.91,11.02,2.12
146,4492,hard,0.3827,0.0000,0.3827,0.2366,0.0000,0.6324,0.5000,19.24,115.34,96.11
147,932,hard,0.3803,0.0000,0.3803,0.2348,0.0000,0.6867,0.4997,24.84,37.01,12.17
148,266,hard,0.5974,0.2215,0.3759,0.4259,0.1245,0.8134,0.5745,7.28,15.18,7.90
149,2756,hard,0.3738,0.0000,0.3738,0.2299,0.0000,0.6449,0.5000,15.33,102.27,86.94
150,1897,hard,0.7574,0.3843,0.3732,0.6096,0.2378,0.9054,0.6253,22.00,100.99,78.99
151,3322,hard,0.3721,0.0000,0.3721,0.2286,0.0000,0.6860,0.4999,9.00,19.75,10.75
152,2223,hard,0.6324,0.2614,0.3710,0.4625,0.1504,0.8362,0.6174,13.54,19.35,5.81
153,2963,hard,0.8095,0.4388,0.3708,0.6800,0.2810,0.8591,0.6408,4.00,10.04,6.04
154,2964,hard,0.8168,0.4465,0.3703,0.6903,0.2874,0.8661,0.6444,3.61,9.90,6.29
155,3725,hard,0.3701,0.0000,0.3701,0.2271,0.0000,0.9811,0.4998,10.57,34.64,24.07
156,633,hard,0.3693,0.0000,0.3693,0.2264,0.0000,0.6784,0.5000,75.67,28.10,-47.58
157,2989,hard,0.7287,0.3599,0.3687,0.5732,0.2195,0.8479,0.6148,6.71,15.02,8.31
158,3295,hard,0.5801,0.2122,0.3678,0.4085,0.1187,0.8136,0.6076,28.02,104.68,76.66
159,4213,hard,0.3678,0.0000,0.3678,0.2254,0.0000,0.6666,0.5000,55.04,68.68,13.64
160,271,hard,0.7438,0.3764,0.3674,0.5921,0.2318,0.8341,0.9099,14.78,27.40,12.62
161,4493,hard,0.3921,0.0249,0.3672,0.2439,0.0126,0.6391,0.5063,18.36,39.05,20.69
162,2066,hard,0.4310,0.0714,0.3596,0.2747,0.0370,0.6602,0.5192,4.89,9.89,4.99
163,3021,hard,0.7889,0.4302,0.3588,0.6514,0.2740,0.8261,0.6370,11.00,19.20,8.20
164,4241,hard,0.3566,0.0000,0.3566,0.2170,0.0000,0.8964,0.5000,21.45,120.83,99.38
165,3297,hard,0.6505,0.2985,0.3519,0.4820,0.1754,0.8495,0.6631,9.32,104.83,95.52
166,3166,hard,0.9449,0.5944,0.3505,0.8955,0.4229,0.9501,0.7115,2.24,22.01,19.78
167,2224,hard,0.5914,0.2415,0.3499,0.4198,0.1373,0.8148,0.6032,14.42,20.32,5.90
168,1729,hard,0.3497,0.0000,0.3497,0.2119,0.0000,0.6355,0.4996,9.46,100.54,91.09
169,2750,hard,0.3487,0.0000,0.3487,0.2112,0.0000,0.6557,0.5000,9.61,91.27,81.66
170,2970,hard,0.6180,0.2701,0.3479,0.4472,0.1561,0.7696,0.5786,6.37,12.88,6.51
171,3723,hard,0.3478,0.0000,0.3478,0.2105,0.0000,0.6481,0.4998,34.86,35.64,0.78
172,2936,hard,0.5587,0.2110,0.3477,0.3876,0.1179,0.7016,0.5597,9.48,19.68,10.20
173,1733,hard,0.3474,0.0000,0.3474,0.2102,0.0000,0.6330,0.4997,10.40,97.65,87.25
174,4237,hard,0.3462,0.0000,0.3462,0.2093,0.0000,0.9653,0.5000,5.66,120.83,115.17
175,4239,hard,0.3448,0.0000,0.3448,0.2083,0.0000,0.9309,0.5000,18.26,120.83,102.57
176,1004,hard,0.3429,0.0000,0.3429,0.2069,0.0000,0.8883,0.4997,93.28,165.63,72.35
177,2758,hard,0.3426,0.0000,0.3426,0.2067,0.0000,0.6340,0.5000,15.42,102.27,86.85
178,1369,hard,0.7612,0.4198,0.3414,0.6145,0.2656,0.9636,0.8090,20.37,21.93,1.56
179,2348,hard,0.3404,0.0000,0.3404,0.2051,0.0000,0.7105,0.5000,4.88,89.97,85.09
180,1735,hard,0.3400,0.0000,0.3400,0.2048,0.0000,0.6370,0.4995,10.87,90.14,79.27
181,1931,hard,0.4639,0.1248,0.3391,0.3020,0.0665,0.6526,0.5349,17.46,33.96,16.50
182,1851,hard,0.3390,0.0000,0.3390,0.2041,0.0000,0.6785,0.5000,97.22,135.23,38.01
183,1731,hard,0.3370,0.0000,0.3370,0.2026,0.0000,0.6313,0.4998,9.46,100.37,90.91
184,2655,hard,0.3333,0.0000,0.3333,0.2000,0.0000,0.8592,0.4996,42.15,90.09,47.95
185,2133,hard,0.3333,0.0000,0.3333,0.2000,0.0000,0.7446,0.4997,4.10,46.13,42.03
186,639,hard,0.3275,0.0000,0.3275,0.1958,0.0000,0.6379,0.5000,48.91,24.72,-24.20
187,3436,hard,0.3269,0.0000,0.3269,0.1954,0.0000,0.9249,0.5000,4.47,96.51,92.03
188,3022,hard,0.7836,0.4576,0.3260,0.6442,0.2967,0.8221,0.6483,10.48,17.48,7.00
189,273,hard,0.7506,0.4258,0.3248,0.6008,0.2705,0.8836,0.8830,13.76,21.42,7.65
190,2222,hard,0.6435,0.3203,0.3232,0.4744,0.1907,0.8512,0.6358,12.15,18.30,6.15
191,2780,hard,0.8894,0.5668,0.3226,0.8009,0.3955,0.9594,0.6983,5.09,35.39,30.31
192,1819,hard,0.6883,0.3676,0.3207,0.5248,0.2252,0.9307,0.6382,2.97,10.00,7.03
193,1734,hard,0.3188,0.0000,0.3188,0.1897,0.0000,0.6745,0.5000,4.19,98.45,94.26
194,509,hard,0.8124,0.4940,0.3184,0.6841,0.3280,0.8514,0.6673,6.19,14.59,8.40
195,2054,hard,0.3175,0.0000,0.3175,0.1887,0.0000,0.6234,0.5000,6.08,106.22,100.14
196,2752,hard,0.3175,0.0000,0.3175,0.1887,0.0000,0.6176,0.5000,11.35,89.26,77.91
197,3025,hard,0.7985,0.4823,0.3162,0.6645,0.3177,0.8326,0.6589,10.57,19.23,8.66
198,1928,hard,0.3147,0.0000,0.3147,0.1868,0.0000,0.5975,0.4999,20.25,45.24,25.00
199,2653,hard,0.3143,0.0000,0.3143,0.1864,0.0000,0.8436,0.4995,42.08,86.56,44.48
200,2947,hard,0.7956,0.4819,0.3137,0.6605,0.3174,0.9108,0.6692,5.00,9.04,4.04
201,1980,hard,0.3743,0.0606,0.3137,0.2302,0.0312,0.6250,0.5156,22.74,24.65,1.90
202,3026,hard,0.8199,0.5081,0.3118,0.6948,0.3406,0.8478,0.6703,10.61,18.44,7.83
203,4212,hard,0.3107,0.0000,0.3107,0.1839,0.0000,0.6666,0.5000,51.43,68.68,17.25
204,124,hard,0.7937,0.4832,0.3105,0.6579,0.3186,0.8844,0.6658,7.01,16.62,9.60
205,2760,hard,0.3092,0.0000,0.3092,0.1829,0.0000,0.6159,0.5000,16.12,102.27,86.15
206,2949,hard,0.7810,0.4720,0.3090,0.6407,0.3089,0.8988,0.6560,4.08,8.17,4.08
207,2754,hard,0.3071,0.0000,0.3071,0.1814,0.0000,0.6088,0.5000,15.46,104.20,88.74
208,1737,hard,0.3048,0.0000,0.3048,0.1798,0.0000,0.6651,0.4993,20.09,91.16,71.07
209,1898,hard,0.7897,0.4864,0.3033,0.6525,0.3213,0.8991,0.6775,63.81,71.52,7.71
210,473,hard,0.3013,0.0000,0.3013,0.1774,0.0000,0.5893,0.5000,14.74,87.87,73.13
211,3024,hard,0.7979,0.4967,0.3012,0.6637,0.3304,0.8320,0.6652,10.77,17.09,6.32
212,1899,hard,0.7589,0.4585,0.3005,0.6115,0.2974,0.8481,0.6516,63.89,33.05,-30.84
213,2971,hard,0.5877,0.2884,0.2993,0.4161,0.1685,0.7415,0.5861,7.21,11.95,4.74
214,3435,hard,0.3878,0.0889,0.2989,0.2405,0.0465,0.9749,0.5999,22.21,23.35,1.14
215,2875,hard,0.2979,0.0000,0.2979,0.1750,0.0000,0.8344,0.5000,11.68,118.36,106.68
216,3023,hard,0.7901,0.4967,0.2934,0.6530,0.3304,0.8265,0.6652,10.77,16.57,5.80
217,3328,hard,0.5060,0.2154,0.2906,0.3387,0.1207,0.6810,0.5603,6.14,14.21,8.08
218,239,hard,0.8211,0.5311,0.2899,0.6964,0.3616,0.9698,0.9877,6.10,10.50,4.39
219,2767,hard,0.2890,0.0000,0.2890,0.1689,0.0000,0.7117,0.5000,7.81,101.52,93.71
220,1869,hard,0.2889,0.0000,0.2889,0.1688,0.0000,0.6710,0.4999,116.57,117.06,0.49
221,2130,hard,0.2876,0.0000,0.2876,0.1679,0.0000,0.8665,0.4999,128.71,134.80,6.09
222,3010,hard,0.4109,0.1244,0.2865,0.2585,0.0663,0.7756,0.5338,11.35,16.83,5.48
223,1932,hard,0.4596,0.1738,0.2857,0.2983,0.0952,0.6521,0.5504,18.03,32.91,14.89
224,241,hard,0.7407,0.4566,0.2841,0.5882,0.2959,0.9901,0.9900,10.13,12.19,2.06
225,3507,hard,0.2829,0.0000,0.2829,0.1648,0.0000,0.9675,0.4998,133.54,133.56,0.03
226,2783,hard,0.5000,0.2174,0.2826,0.3333,0.1220,0.8931,0.5999,16.82,17.80,0.98
227,1816,hard,0.8000,0.5178,0.2822,0.6667,0.3493,0.9434,0.7217,2.00,6.64,4.64
228,2226,hard,0.2817,0.0000,0.2817,0.1639,0.0000,0.6737,0.4997,15.25,31.15,15.90
229,2132,hard,0.3165,0.0351,0.2815,0.1880,0.0179,0.8665,0.5166,127.55,9.01,-118.55
230,619,hard,0.2806,0.0000,0.2806,0.1632,0.0000,0.6021,0.5000,49.04,26.18,-22.86
231,3197,hard,0.9351,0.6565,0.2785,0.8780,0.4887,0.9408,0.7446,2.35,19.00,16.65
232,1073,hard,0.5515,0.2739,0.2776,0.3808,0.1587,0.6904,0.6041,9.15,95.35,86.21
233,2957,hard,0.8411,0.5647,0.2764,0.7258,0.3934,0.9030,0.7015,3.61,6.71,3.10
234,40,hard,0.6508,0.3761,0.2748,0.4824,0.2316,0.7526,0.6158,6.63,8.06,1.43
235,2972,hard,0.6013,0.3265,0.2748,0.4299,0.1951,0.8025,0.6052,6.71,11.47,4.76
236,3227,hard,0.5457,0.2709,0.2748,0.3752,0.1567,0.6991,0.5783,13.66,24.05,10.39
237,3323,hard,0.2712,0.0000,0.2712,0.1569,0.0000,0.6859,0.4998,10.00,19.05,9.05
238,1479,hard,0.7179,0.4468,0.2711,0.5600,0.2877,0.8000,0.6500,4.16,5.36,1.19
239,3027,hard,0.8489,0.5780,0.2709,0.7375,0.4065,0.8688,0.7032,10.57,16.32,5.75
240,2676,hard,0.5847,0.3139,0.2708,0.4131,0.1862,0.7142,0.5941,21.84,26.91,5.07
241,1876,hard,0.2692,0.0000,0.2692,0.1555,0.0000,0.6071,0.4998,82.64,136.40,53.76
242,683,hard,0.7506,0.4822,0.2684,0.6007,0.3177,0.8171,0.6605,7.73,18.03,10.30
243,2737,hard,0.2680,0.0000,0.2680,0.1548,0.0000,0.9531,0.5000,9.73,106.57,96.84
244,1818,hard,0.6357,0.3677,0.2680,0.4660,0.2253,0.8868,0.6781,4.00,5.86,1.86
245,4304,hard,0.2677,0.0000,0.2677,0.1545,0.0000,0.5993,0.4997,59.89,97.82,37.93
246,3735,hard,0.2667,0.0000,0.2667,0.1538,0.0000,0.9999,0.5000,3.61,115.37,111.77
247,2134,hard,0.2667,0.0000,0.2667,0.1538,0.0000,0.7284,0.5000,6.24,10.05,3.81
248,2948,hard,0.7896,0.5234,0.2662,0.6524,0.3545,0.9057,0.6920,5.23,8.02,2.79
249,1991,hard,0.8333,0.5676,0.2658,0.7143,0.3962,0.9500,0.9199,1.79,146.77,144.97
250,2950,hard,0.8123,0.5497,0.2625,0.6839,0.3791,0.8899,0.6944,3.49,8.15,4.65
251,1886,hard,0.2594,0.0000,0.2594,0.1490,0.0000,0.5936,0.4995,80.69,111.01,30.32
252,1142,hard,0.2581,0.0000,0.2581,0.1481,0.0000,0.9999,0.5000,20.68,97.04,76.36
253,4491,hard,0.2570,0.0000,0.2570,0.1474,0.0000,0.5821,0.5000,20.85,115.34,94.50
