rank,sample_id,group,teacher_dice,student_dice,dice_gap,teacher_iou,student_iou,teacher_acc,student_acc,teacher_hd95,student_hd95,hd95_gap
254,2735,hard,0.2566,0.0000,0.2566,0.1472,0.0000,0.9531,0.5000,10.00,106.57,96.57
255,4488,hard,0.2555,0.0000,0.2555,0.1465,0.0000,0.5814,0.5000,31.09,112.30,81.21
256,2733,hard,0.2548,0.0000,0.2548,0.1460,0.0000,0.9647,0.5000,9.72,106.57,96.84
257,636,hard,0.2542,0.0000,0.2542,0.1456,0.0000,0.6009,0.5000,74.38,27.74,-46.64
258,4007,hard,0.2525,0.0000,0.2525,0.1445,0.0000,0.5862,0.5000,10.85,133.32,122.46
259,145,hard,0.8862,0.6347,0.2515,0.7956,0.4648,0.9534,0.7389,3.61,14.36,10.76
260,2543,hard,0.4938,0.2430,0.2508,0.3279,0.1383,0.7163,0.5699,33.64,56.80,23.16
261,4005,hard,0.2500,0.0000,0.2500,0.1429,0.0000,0.5827,0.5000,11.45,133.32,121.86
262,4003,hard,0.2500,0.0000,0.2500,0.1429,0.0000,0.5793,0.5000,11.48,133.32,121.84
263,1753,hard,0.2500,0.0000,0.2500,0.1429,0.0000,0.6586,0.4999,4.24,97.94,93.70
264,1905,hard,0.7165,0.4707,0.2458,0.5582,0.3078,0.7836,0.6539,20.19,29.04,8.85
265,1337,hard,0.2456,0.0000,0.2456,0.1400,0.0000,0.5700,0.5000,5.21,99.14,93.92
266,3167,hard,0.4039,0.1583,0.2456,0.2531,0.0860,0.6863,0.5862,9.59,15.55,5.96
267,4487,hard,0.2445,0.0000,0.2445,0.1393,0.0000,0.5783,0.5000,31.12,112.30,81.19
268,2137,hard,0.2424,0.0000,0.2424,0.1379,0.0000,0.7126,0.4996,42.35,46.92,4.57
269,1817,hard,0.6765,0.4364,0.2401,0.5111,0.2791,0.8999,0.7086,3.52,5.47,1.96
270,1849,hard,0.2388,0.0000,0.2388,0.1356,0.0000,0.6428,0.5000,98.46,135.23,36.77
271,1874,hard,0.2359,0.0000,0.2359,0.1337,0.0000,0.6064,0.4998,87.85,128.22,40.37
272,39,hard,0.5896,0.3549,0.2346,0.4180,0.2158,0.7116,0.6079,7.67,8.99,1.32
273,3228,hard,0.2345,0.0000,0.2345,0.1328,0.0000,0.9998,0.4992,15.30,111.63,96.33
274,2977,hard,0.2345,0.0000,0.2345,0.1328,0.0000,0.7740,0.5000,80.02,117.00,36.98
275,2541,hard,0.2386,0.0049,0.2336,0.1354,0.0025,0.6155,0.5012,37.06,64.27,27.21
276,947,hard,0.8671,0.6340,0.2330,0.7653,0.4642,0.9616,0.7427,4.00,13.91,9.91
277,2731,hard,0.2324,0.0000,0.2324,0.1315,0.0000,0.9414,0.5000,9.49,106.57,97.08
278,2540,hard,0.2306,0.0000,0.2306,0.1303,0.0000,0.6059,0.5000,37.96,66.70,28.74
279,3509,hard,0.6963,0.4659,0.2304,0.5341,0.3037,0.7733,0.7383,2.91,128.32,125.40
280,634,hard,0.2285,0.0000,0.2285,0.1290,0.0000,0.6271,0.5000,76.07,28.07,-48.00
281,2035,hard,0.8085,0.5818,0.2267,0.6786,0.4103,1.0000,0.9210,1.02,141.12,140.10
282,4357,hard,0.2264,0.0000,0.2264,0.1277,0.0000,0.7628,0.5000,7.42,69.55,62.13
283,2542,hard,0.2559,0.0302,0.2257,0.1467,0.0153,0.6328,0.5083,34.86,62.97,28.11
284,2960,hard,0.8279,0.6030,0.2249,0.7063,0.4316,0.8589,0.7164,4.12,7.07,2.95
285,1091,hard,0.2240,0.0000,0.2240,0.1261,0.0000,0.5837,0.4997,95.17,107.08,11.90
286,2976,hard,0.2237,0.0000,0.2237,0.1259,0.0000,0.7740,0.5000,80.02,85.72,5.70
287,2962,hard,0.8016,0.5781,0.2235,0.6689,0.4065,0.8486,0.7042,5.00,8.06,3.06
288,3230,hard,0.2207,0.0000,0.2207,0.1240,0.0000,0.9704,0.4993,16.00,111.50,95.50
289,3968,hard,0.2204,0.0000,0.2204,0.1239,0.0000,0.9814,0.5000,12.47,46.10,33.62
290,1933,hard,0.4819,0.2618,0.2201,0.3174,0.1506,0.6661,0.5804,27.55,31.55,3.99
291,3016,hard,0.8310,0.6121,0.2189,0.7109,0.4410,0.8559,0.7205,9.45,15.65,6.21
292,2811,hard,0.8720,0.6536,0.2184,0.7731,0.4854,0.8885,0.7430,7.00,30.29,23.29
293,2956,hard,0.8513,0.6341,0.2171,0.7410,0.4643,0.9138,0.7400,3.61,6.00,2.39
294,4507,hard,0.2167,0.0000,0.2167,0.1215,0.0000,0.7958,0.4998,13.00,21.61,8.61
295,4489,hard,0.2444,0.0277,0.2167,0.1392,0.0140,0.5766,0.5070,31.11,51.45,20.34
296,3226,hard,0.2138,0.0000,0.2138,0.1197,0.0000,0.9998,0.4991,15.02,111.82,96.80
297,3169,hard,0.5913,0.3782,0.2131,0.4198,0.2332,0.8090,0.7361,8.12,14.70,6.58
298,269,hard,0.2852,0.0741,0.2111,0.1663,0.0385,0.8030,0.5880,23.50,28.14,4.64
299,4208,hard,0.7706,0.5600,0.2106,0.6269,0.3889,0.8889,0.6944,3.54,6.91,3.37
300,3382,hard,0.2078,0.0000,0.2078,0.1159,0.0000,0.9998,0.4998,14.32,125.11,110.79
301,1807,hard,0.7395,0.5319,0.2076,0.5867,0.3623,0.8283,0.6866,5.37,7.02,1.66
302,3225,hard,0.4659,0.2583,0.2075,0.3037,0.1483,0.6649,0.5742,14.18,24.18,10.01
303,2421,hard,0.3275,0.1208,0.2067,0.1958,0.0643,0.7233,0.5433,7.18,19.00,11.82
304,4490,hard,0.2256,0.0191,0.2064,0.1271,0.0097,0.5692,0.5048,31.11,53.00,21.89
305,3737,hard,0.2059,0.0000,0.2059,0.1148,0.0000,0.9998,0.5000,26.97,115.37,88.41
306,3216,hard,0.2057,0.0000,0.2057,0.1146,0.0000,0.9997,0.4989,18.02,115.00,96.98
307,1821,hard,0.2051,0.0000,0.2051,0.1143,0.0000,0.5974,0.4999,9.53,15.42,5.89
308,2946,hard,0.7975,0.5926,0.2049,0.6632,0.4211,0.9057,0.7239,4.73,7.81,3.08
309,3701,hard,0.6559,0.4520,0.2039,0.4880,0.2920,0.7510,0.6516,10.20,15.97,5.77
310,3232,hard,0.2038,0.0000,0.2038,0.1135,0.0000,0.9704,0.4994,18.05,110.92,92.87
311,373,hard,0.6490,0.4459,0.2031,0.4804,0.2869,0.8769,0.7691,4.27,137.55,133.28
312,4508,hard,0.2027,0.0000,0.2027,0.1128,0.0000,0.7811,0.4997,12.08,21.02,8.94
313,3172,hard,0.9362,0.7347,0.2015,0.8801,0.5807,0.9417,0.7907,2.83,17.44,14.62
314,3036,hard,0.8424,0.6412,0.2012,0.7277,0.4719,0.8712,0.7367,12.00,16.24,4.24
315,1853,hard,0.2000,0.0000,0.2000,0.1111,0.0000,0.5862,0.5000,7.32,131.51,124.19
316,1937,hard,0.4808,0.2809,0.1999,0.3165,0.1634,0.6634,0.5841,15.77,29.70,13.92
317,1473,hard,0.7679,0.5684,0.1994,0.6232,0.3971,0.8162,0.6985,3.00,3.15,0.15
318,3327,hard,0.7458,0.5464,0.1993,0.5946,0.3759,0.9313,0.7450,11.37,163.61,152.24
319,3028,hard,0.8750,0.6763,0.1987,0.7778,0.5109,0.8905,0.7556,10.61,14.69,4.09
320,3966,hard,0.1984,0.0000,0.1984,0.1101,0.0000,0.8298,0.4999,13.17,43.06,29.89
321,1871,hard,0.1982,0.0000,0.1982,0.1100,0.0000,0.6446,0.4999,118.32,118.53,0.22
322,475,hard,0.7150,0.5201,0.1949,0.5564,0.3515,0.7991,0.6757,6.46,10.00,3.54
323,120,hard,0.8601,0.6653,0.1948,0.7545,0.4985,0.9515,0.7581,4.00,12.48,8.48
324,632,hard,0.3357,0.1411,0.1946,0.2017,0.0759,0.6554,0.5380,75.85,14.95,-60.89
325,2807,hard,0.6098,0.4163,0.1935,0.4386,0.2629,0.7197,0.6319,20.10,33.97,13.87
326,144,hard,0.8955,0.7029,0.1925,0.8107,0.5420,0.9635,0.7806,2.24,11.18,8.94
327,2221,hard,0.7471,0.5551,0.1919,0.5963,0.3842,0.8356,0.7063,16.31,22.45,6.14
328,4326,hard,0.1916,0.0000,0.1916,0.1059,0.0000,0.7190,0.5000,8.00,69.55,61.55
329,41,hard,0.6081,0.4167,0.1914,0.4368,0.2632,0.7184,0.6316,7.01,7.90,0.89
330,2988,hard,0.1913,0.0000,0.1913,0.1058,0.0000,0.9709,0.5000,18.03,81.32,63.29
331,2890,hard,0.1905,0.0000,0.1905,0.1053,0.0000,0.6554,0.5000,24.23,37.10,12.87
332,2423,hard,0.3480,0.1589,0.1891,0.2106,0.0863,0.7407,0.5628,8.06,16.98,8.92
333,4509,hard,0.1886,0.0000,0.1886,0.1041,0.0000,0.7605,0.4996,12.33,20.78,8.45
334,2992,hard,0.4505,0.2623,0.1882,0.2907,0.1509,0.9897,0.5784,11.18,5.04,-6.14
335,3320,hard,0.3756,0.1875,0.1881,0.2313,0.1034,0.6340,0.5543,9.98,13.18,3.20
336,2785,hard,0.4675,0.2803,0.1873,0.3051,0.1630,0.8598,0.6466,16.38,17.75,1.37
337,682,hard,0.8444,0.6575,0.1869,0.7307,0.4898,0.8826,0.7507,4.24,9.22,4.98
338,635,hard,0.1854,0.0000,0.1854,0.1022,0.0000,0.6055,0.5000,75.16,28.07,-47.09
339,2990,hard,0.1844,0.0000,0.1844,0.1015,0.0000,0.9709,0.5000,17.72,81.32,63.60
340,2935,hard,0.5029,0.3196,0.1833,0.3359,0.1902,0.6706,0.5951,13.68,16.12,2.44
341,2438,hard,0.1830,0.0000,0.1830,0.1007,0.0000,0.9121,0.5000,17.81,64.90,47.08
342,3034,hard,0.8445,0.6618,0.1827,0.7308,0.4946,0.8687,0.7473,12.00,16.97,4.97
343,2557,hard,0.8012,0.6189,0.1823,0.6683,0.4482,0.8629,0.7317,13.94,29.05,15.10
344,3972,hard,0.2600,0.0780,0.1820,0.1495,0.0406,0.9943,0.5359,11.61,39.42,27.81
345,4176,hard,0.1810,0.0000,0.1810,0.0995,0.0000,0.5790,0.5000,24.76,102.44,77.68
346,3234,hard,0.1807,0.0000,0.1807,0.0993,0.0000,0.9409,0.4997,18.10,110.11,92.01
347,2350,hard,0.1806,0.0000,0.1806,0.0992,0.0000,0.6411,0.5000,19.17,111.00,91.83
348,949,hard,0.8735,0.6933,0.1803,0.7755,0.5305,0.9515,0.7829,4.00,12.08,8.08
349,3238,hard,0.1802,0.0000,0.1802,0.0990,0.0000,0.9344,0.4998,18.69,114.68,95.99
350,122,hard,0.8206,0.6408,0.1798,0.6958,0.4715,0.9552,0.7470,4.00,13.02,9.02
351,3195,hard,0.9118,0.7325,0.1793,0.8380,0.5780,0.9202,0.7893,3.04,12.18,9.14
352,1992,hard,0.8108,0.6316,0.1792,0.6818,0.4615,0.9500,0.9199,1.79,145.84,144.04
353,3211,hard,0.1789,0.0000,0.1789,0.0982,0.0000,0.6996,0.5000,31.72,66.24,34.52
354,2768,hard,0.1786,0.0000,0.1786,0.0980,0.0000,0.6269,0.5000,9.43,101.52,92.08
355,1961,hard,0.4346,0.2565,0.1781,0.2776,0.1471,0.6427,0.5743,14.70,26.00,11.30
356,2436,hard,0.1775,0.0000,0.1775,0.0974,0.0000,0.9584,0.5000,14.22,62.43,48.21
357,2407,hard,0.1767,0.0000,0.1767,0.0969,0.0000,0.9121,0.5000,20.78,64.90,44.12
358,2410,hard,0.1767,0.0000,0.1767,0.0969,0.0000,0.9898,0.5000,20.43,60.27,39.84
359,631,hard,0.3101,0.1343,0.1758,0.1835,0.0720,0.6397,0.5360,76.61,15.00,-61.61
360,2544,hard,0.4967,0.3211,0.1755,0.3304,0.1913,0.7238,0.5988,34.48,56.41,21.93
361,3015,hard,0.8104,0.6352,0.1752,0.6812,0.4654,0.8412,0.7327,9.43,16.17,6.74
362,2539,hard,0.1750,0.0000,0.1750,0.0959,0.0000,0.5931,0.5000,45.53,145.12,99.60
363,3033,hard,0.8606,0.6857,0.1749,0.7553,0.5218,0.8848,0.7610,11.64,16.00,4.36
364,2409,hard,0.1747,0.0000,0.1747,0.0957,0.0000,0.9048,0.5000,22.03,64.90,42.87
365,3035,hard,0.8472,0.6729,0.1743,0.7349,0.5071,0.8798,0.7549,11.35,15.90,4.55
366,2787,hard,0.5890,0.4151,0.1739,0.4175,0.2619,0.7687,0.6718,7.07,7.06,-0.01
367,3240,hard,0.1739,0.0000,0.1739,0.0952,0.0000,0.9344,0.4998,19.30,113.67,94.36
368,4413,hard,0.1739,0.0000,0.1739,0.0952,0.0000,0.6384,0.4994,30.00,43.94,13.94
369,4486,hard,0.1737,0.0000,0.1737,0.0951,0.0000,0.5518,0.5000,30.45,116.81,86.36
370,1900,hard,0.8279,0.6544,0.1735,0.7064,0.4864,0.8931,0.7450,4.50,17.95,13.45
371,3133,hard,0.7936,0.6202,0.1734,0.6578,0.4494,0.8342,0.7251,15.92,22.62,6.70
372,2408,hard,0.1733,0.0000,0.1733,0.0949,0.0000,0.9436,0.5000,20.42,60.27,39.85
373,3235,hard,0.7069,0.5337,0.1732,0.5467,0.3639,0.7758,0.6822,7.94,13.35,5.40
374,2084,hard,0.5455,0.3724,0.1730,0.3750,0.2288,0.9999,0.9998,2.83,134.00,131.17
375,2892,hard,0.1724,0.0000,0.1724,0.0943,0.0000,0.6664,0.4999,22.51,33.99,11.49
376,624,hard,0.1714,0.0000,0.1714,0.0937,0.0000,0.6295,0.5000,78.96,26.46,-52.50
377,637,hard,0.1713,0.0000,0.1713,0.0937,0.0000,0.5671,0.5000,73.92,27.74,-46.18
378,1241,hard,0.7544,0.5846,0.1698,0.6057,0.4130,0.8950,0.7518,8.05,10.00,1.95
379,2961,hard,0.8524,0.6831,0.1693,0.7428,0.5187,0.8804,0.7607,3.54,5.93,2.39
380,1896,hard,0.7883,0.6190,0.1693,0.6505,0.4482,0.8755,0.7393,21.25,100.78,79.54
381,1619,hard,0.1688,0.0000,0.1688,0.0922,0.0000,0.6583,0.5000,103.47,96.43,-7.04
382,3213,hard,0.1677,0.0000,0.1677,0.0915,0.0000,0.6924,0.5000,32.75,66.24,33.49
383,3136,hard,0.7464,0.5788,0.1676,0.5955,0.4073,0.8023,0.7043,20.25,25.34,5.10
384,1410,hard,0.7121,0.5446,0.1676,0.5529,0.3741,0.8357,0.6964,3.47,4.00,0.53
385,2751,hard,0.5056,0.3380,0.1675,0.3383,0.2034,0.6706,0.6030,14.38,16.70,2.32
386,3727,hard,0.2935,0.1283,0.1651,0.1720,0.0686,0.9995,0.6109,33.54,34.46,0.92
387,3037,hard,0.8374,0.6727,0.1647,0.7203,0.5068,0.8657,0.7543,12.08,16.31,4.23
388,2538,hard,0.1644,0.0000,0.1644,0.0896,0.0000,0.5843,0.5000,49.56,145.12,95.56
389,2940,hard,0.7362,0.5718,0.1644,0.5825,0.4004,0.8057,0.7658,6.00,90.78,84.78
390,1026,hard,0.7902,0.6264,0.1638,0.6532,0.4560,0.9717,0.9724,3.61,11.89,8.28
391,3667,hard,0.6866,0.5228,0.1638,0.5227,0.3539,0.8743,0.6915,17.69,10.88,-6.81
392,3244,hard,0.1630,0.0000,0.1630,0.0887,0.0000,0.6853,0.5000,33.66,138.39,104.73
393,4499,hard,0.1627,0.0000,0.1627,0.0886,0.0000,0.5986,0.4999,69.31,111.90,42.59
394,2207,hard,0.8666,0.7041,0.1625,0.7646,0.5434,0.9430,0.7913,10.19,21.12,10.93
395,3236,hard,0.1622,0.0000,0.1622,0.0882,0.0000,0.9409,0.4999,19.20,119.05,99.85
396,2136,hard,0.1618,0.0000,0.1618,0.0880,0.0000,0.6570,0.5000,9.50,11.05,1.55
397,3970,hard,0.1614,0.0000,0.1614,0.0878,0.0000,0.9989,0.5000,11.36,50.36,38.99
398,2537,hard,0.1602,0.0000,0.1602,0.0871,0.0000,0.5794,0.5000,49.45,145.12,95.67
399,3158,hard,0.4403,0.2802,0.1601,0.2823,0.1629,0.6704,0.5838,12.00,15.56,3.56
400,4026,hard,0.1600,0.0000,0.1600,0.0870,0.0000,0.5435,0.5000,5.41,117.08,111.67
401,3224,hard,0.1600,0.0000,0.1600,0.0870,0.0000,0.9997,0.4990,15.46,113.21,97.75
402,3157,hard,0.5714,0.4115,0.1599,0.4000,0.2591,0.7369,0.6344,9.22,12.47,3.25
403,2558,hard,0.8062,0.6468,0.1594,0.6753,0.4780,0.8684,0.7479,13.44,27.25,13.81
404,3964,hard,0.1588,0.0000,0.1588,0.0863,0.0000,0.6960,0.4998,9.43,29.14,19.70
405,4506,hard,0.2164,0.0577,0.1587,0.1214,0.0297,0.7012,0.5174,25.19,25.30,0.11
406,2211,hard,0.8737,0.7150,0.1587,0.7757,0.5564,0.9291,0.7874,10.35,20.16,9.82
407,951,hard,0.9130,0.7545,0.1585,0.8400,0.6058,0.9513,0.8110,3.61,11.31,7.71
408,4009,hard,0.2660,0.1084,0.1576,0.1534,0.0573,0.5930,0.5310,10.64,11.56,0.92
409,3242,hard,0.1575,0.0000,0.1575,0.0855,0.0000,0.9344,0.5000,19.54,118.61,99.06
410,1885,hard,0.2076,0.0501,0.1574,0.1158,0.0257,0.5702,0.5164,82.62,87.11,4.48
411,2206,hard,0.8602,0.7029,0.1573,0.7547,0.5419,0.9443,0.7959,9.96,19.20,9.24
412,3134,hard,0.7590,0.6019,0.1571,0.6115,0.4305,0.8105,0.7159,19.21,23.54,4.33
413,3009,hard,0.8419,0.6855,0.1564,0.7270,0.5215,0.8640,0.7607,7.75,9.88,2.12
414,1847,hard,0.1562,0.0000,0.1562,0.0847,0.0000,0.5892,0.5000,98.04,135.23,37.19
415,3007,hard,0.8717,0.7158,0.1559,0.7726,0.5574,0.8969,0.7805,8.94,10.01,1.07
416,3079,hard,0.1553,0.0000,0.1553,0.0842,0.0000,0.5870,0.4997,19.14,39.22,20.07
417,3137,hard,0.7365,0.5817,0.1548,0.5830,0.4101,0.7938,0.7056,20.25,24.70,4.45
418,3123,hard,0.9027,0.7484,0.1544,0.8227,0.5979,0.9120,0.7989,6.00,16.33,10.33
419,3135,hard,0.7797,0.6257,0.1540,0.6389,0.4553,0.8278,0.7284,18.03,22.84,4.82
420,3013,hard,0.8585,0.7049,0.1536,0.7521,0.5443,0.8774,0.7727,7.52,13.43,5.92
421,2212,hard,0.8522,0.6988,0.1534,0.7425,0.5371,0.9103,0.7786,10.44,19.05,8.61
422,1478,hard,0.7328,0.5794,0.1534,0.5783,0.4079,0.8428,0.7214,3.16,4.24,1.07
423,3124,hard,0.8899,0.7376,0.1523,0.8016,0.5843,0.9009,0.7923,7.21,16.76,9.55
424,2406,hard,0.1522,0.0000,0.1522,0.0824,0.0000,0.8234,0.5000,20.81,60.27,39.46
425,3926,hard,0.4636,0.3116,0.1520,0.3017,0.1845,0.8976,0.8520,118.13,119.88,1.74
426,2276,hard,0.1517,0.0000,0.1517,0.0821,0.0000,0.7993,0.5000,17.00,73.84,56.84
427,4504,hard,0.1517,0.0000,0.1517,0.0821,0.0000,0.6139,0.4998,78.93,122.03,43.11
428,2208,hard,0.8805,0.7288,0.1516,0.7865,0.5734,0.9471,0.7994,10.06,21.48,11.42
429,4513,hard,0.1511,0.0000,0.1511,0.0817,0.0000,0.8581,0.4996,18.85,23.03,4.18
430,4505,hard,0.2072,0.0561,0.1511,0.1156,0.0289,0.6837,0.5155,78.01,36.24,-41.76
431,1006,hard,0.1508,0.0000,0.1508,0.0816,0.0000,0.6952,0.4996,121.33,166.54,45.21
432,3222,hard,0.1505,0.0000,0.1505,0.0814,0.0000,0.9997,0.4989,15.34,113.21,97.87
433,141,hard,0.9138,0.7634,0.1504,0.8413,0.6174,0.9671,0.8251,2.97,8.94,5.98
434,2545,hard,0.5020,0.3522,0.1497,0.3351,0.2138,0.7318,0.6148,34.90,55.82,20.92
435,1815,hard,0.7340,0.5846,0.1494,0.5798,0.4130,0.9858,0.7676,2.24,4.03,1.79
436,3218,hard,0.1493,0.0000,0.1493,0.0806,0.0000,0.9163,0.4989,17.96,115.05,97.09
437,2213,hard,0.8538,0.7048,0.1490,0.7449,0.5442,0.9076,0.7823,10.62,19.14,8.52
438,505,hard,0.8385,0.6902,0.1483,0.7219,0.5270,0.8895,0.7758,6.32,14.09,7.77
439,2550,hard,0.7179,0.5700,0.1480,0.5600,0.3986,0.8109,0.7042,31.54,49.73,18.19
440,1243,hard,0.7722,0.6250,0.1472,0.6289,0.4545,0.9112,0.7789,6.02,8.49,2.46
441,2769,hard,0.1463,0.0000,0.1463,0.0789,0.0000,0.6015,0.5000,9.90,30.22,20.32
442,2547,hard,0.6188,0.4728,0.1459,0.4480,0.3096,0.7630,0.6624,36.49,54.64,18.15
443,1808,hard,0.7258,0.5800,0.1458,0.5696,0.4085,0.8358,0.7164,4.65,6.54,1.89
444,3125,hard,0.8730,0.7276,0.1454,0.7746,0.5718,0.8875,0.7859,7.00,17.46,10.46
445,3702,hard,0.5669,0.4219,0.1451,0.3956,0.2673,0.7009,0.6373,12.19,18.82,6.63
446,1872,hard,0.1451,0.0000,0.1451,0.0782,0.0000,0.5620,0.4998,88.49,128.95,40.46
447,2485,hard,0.2370,0.0924,0.1446,0.1345,0.0484,0.6378,0.5242,13.71,17.03,3.32
448,2210,hard,0.8704,0.7258,0.1446,0.7706,0.5697,0.9338,0.7969,10.35,20.73,10.39
449,2417,hard,0.1606,0.0160,0.1446,0.0873,0.0081,0.7128,0.5048,7.00,93.04,86.04
450,953,hard,0.9018,0.7575,0.1443,0.8212,0.6097,0.9438,0.8156,4.24,11.18,6.94
451,2214,hard,0.8486,0.7047,0.1439,0.7371,0.5441,0.8989,0.7809,11.43,20.15,8.72
452,3068,hard,0.6503,0.5068,0.1436,0.4818,0.3394,0.8037,0.6949,11.31,12.65,1.34
453,626,hard,0.1436,0.0000,0.1436,0.0773,0.0000,0.6146,0.5000,77.84,84.42,6.58
454,118,hard,0.9259,0.7829,0.1430,0.8619,0.6432,0.9745,0.8321,2.00,7.36,5.36
455,2548,hard,0.6253,0.4824,0.1429,0.4549,0.3179,0.7661,0.6679,36.49,54.34,17.85
456,3029,hard,0.8723,0.7298,0.1424,0.7734,0.5746,0.8971,0.7876,10.42,13.96,3.54
457,3223,hard,0.3947,0.2525,0.1422,0.2459,0.1445,0.6374,0.5725,15.40,24.18,8.79
458,4510,hard,0.1783,0.0365,0.1418,0.0979,0.0186,0.7311,0.5315,12.53,20.00,7.47
459,4202,hard,0.8966,0.7547,0.1418,0.8125,0.6061,0.9535,0.9651,1.00,7.02,6.02
460,2196,hard,0.7528,0.6111,0.1418,0.6037,0.4400,0.8860,0.7929,12.65,18.00,5.35
461,1476,hard,0.7724,0.6308,0.1416,0.6292,0.4607,0.8146,0.7303,3.26,4.32,1.06
462,2209,hard,0.8667,0.7254,0.1413,0.7648,0.5691,0.9365,0.7990,10.66,21.21,10.56
463,2274,hard,0.1411,0.0000,0.1411,0.0759,0.0000,0.7630,0.5000,16.13,73.84,57.70
464,1873,hard,0.1406,0.0000,0.1406,0.0756,0.0000,0.5788,0.4998,118.99,124.39,5.41
465,3639,hard,0.5655,0.4249,0.1406,0.3942,0.2698,0.7937,0.6358,16.09,27.79,11.71
466,1774,hard,0.1404,0.0000,0.1404,0.0755,0.0000,0.6428,0.5000,10.00,67.44,57.44
467,3333,hard,0.8446,0.7043,0.1403,0.7311,0.5436,0.8833,0.7718,2.83,5.04,2.22
468,2877,hard,0.1403,0.0000,0.1403,0.0754,0.0000,0.7700,0.5000,20.35,116.81,96.45
469,2727,hard,0.1395,0.0000,0.1395,0.0750,0.0000,0.9195,0.5000,10.69,106.99,96.31
470,2894,hard,0.1395,0.0000,0.1395,0.0750,0.0000,0.6664,0.4999,20.85,31.81,10.96
471,2986,hard,0.1394,0.0000,0.1394,0.0749,0.0000,0.7853,0.5000,18.37,81.32,62.95
472,3138,hard,0.7193,0.5803,0.1390,0.5617,0.4087,0.7814,0.7044,19.70,23.72,4.02
473,2801,hard,0.6878,0.5488,0.1390,0.5241,0.3782,0.8206,0.7198,24.24,21.22,-3.02
474,3011,hard,0.8502,0.7118,0.1384,0.7394,0.5525,0.8700,0.7763,7.50,11.02,3.52
475,2325,hard,0.1384,0.0000,0.1384,0.0744,0.0000,0.5500,0.5000,40.70,91.68,50.97
476,2729,hard,0.1382,0.0000,0.1382,0.0742,0.0000,0.9195,0.5000,10.87,106.99,96.12
477,3434,hard,0.4500,0.3119,0.1381,0.2903,0.1848,0.9499,0.9249,20.38,23.35,2.96
478,3032,hard,0.8699,0.7329,0.1369,0.7697,0.5785,0.9021,0.7894,11.60,14.97,3.37
479,3220,hard,0.1366,0.0000,0.1366,0.0733,0.0000,0.9997,0.4989,15.55,113.20,97.65
480,1771,hard,0.8321,0.6957,0.1365,0.7125,0.5333,0.8958,0.7778,2.24,2.94,0.71
481,1878,hard,0.1358,0.0000,0.1358,0.0728,0.0000,0.5447,0.4998,68.03,135.41,67.39
482,0,hard,0.2548,0.1194,0.1354,0.1460,0.0635,0.7437,0.5487,22.50,47.80,25.30
483,2057,hard,0.1348,0.0000,0.1348,0.0723,0.0000,0.5810,0.5000,18.00,109.28,91.28
484,3126,hard,0.8708,0.7363,0.1345,0.7712,0.5826,0.8874,0.7916,8.00,17.08,9.08
485,2205,hard,0.8760,0.7416,0.1344,0.7793,0.5893,0.9503,0.8175,7.11,17.01,9.91
486,3099,hard,0.6557,0.5214,0.1343,0.4878,0.3527,0.8054,0.7046,11.05,11.39,0.34
487,3101,hard,0.6443,0.5103,0.1340,0.4753,0.3426,0.7548,0.6789,13.94,13.04,-0.90
488,2546,hard,0.4994,0.3660,0.1333,0.3328,0.2240,0.7337,0.6279,35.39,54.99,19.59
489,42,hard,0.4976,0.3646,0.1330,0.3312,0.2229,0.6656,0.6115,6.69,7.71,1.01
490,4425,hard,0.7568,0.6239,0.1329,0.6087,0.4533,0.8567,0.7299,27.91,33.84,5.92
491,2195,hard,0.8065,0.6741,0.1323,0.6757,0.5084,0.9122,0.8317,11.00,16.28,5.28
492,4328,hard,0.1908,0.0588,0.1320,0.1055,0.0303,0.7365,0.5262,7.39,14.18,6.79
493,3122,hard,0.9257,0.7949,0.1308,0.8617,0.6596,0.9347,0.8298,5.10,12.34,7.25
494,1474,hard,0.7840,0.6535,0.1305,0.6447,0.4853,0.8603,0.7426,2.00,3.00,1.00
495,3064,hard,0.1295,0.0000,0.1295,0.0692,0.0000,0.7810,0.5000,28.63,72.77,44.14
496,2194,hard,0.7859,0.6564,0.1294,0.6473,0.4886,0.9090,0.8373,11.92,16.66,4.75
497,811,hard,0.5906,0.4612,0.1294,0.4191,0.2997,0.7952,0.8125,8.00,10.09,2.09
498,2789,hard,0.5762,0.4468,0.1294,0.4047,0.2877,0.7718,0.6968,7.62,6.71,-0.91
499,4494,hard,0.2993,0.1700,0.1293,0.1760,0.0929,0.6222,0.5474,19.87,38.20,18.33
500,628,hard,0.1293,0.0000,0.1293,0.0691,0.0000,0.5812,0.5000,77.15,82.22,5.07
501,142,hard,0.9196,0.7906,0.1290,0.8512,0.6537,0.9674,0.8418,2.74,7.62,4.88
502,3081,hard,0.2087,0.0800,0.1287,0.1165,0.0417,0.6245,0.5269,16.14,19.10,2.97
503,3121,hard,0.9256,0.7971,0.1285,0.8615,0.6626,0.9319,0.8314,5.00,13.00,8.00
504,1160,hard,0.7544,0.6259,0.1285,0.6056,0.4554,0.8432,0.7429,8.10,9.42,1.32
505,3127,hard,0.8652,0.7368,0.1283,0.7624,0.5833,0.8832,0.7927,8.06,17.46,9.40
506,4017,hard,0.7479,0.6204,0.1275,0.5973,0.4497,0.7987,0.7248,4.22,5.83,1.61
