epoch,train_loss,val_loss,val_dice,val_iou,val_acc,val_acc_pixel,val_hd95
1,1.4288,1.3015,0.6195,0.4488,0.9026,0.9972,27.2510
2,1.1330,0.8986,0.4123,0.2597,0.9734,0.9923,67.3264
3,0.8279,0.6010,0.7151,0.5565,0.9029,0.9982,32.9398
4,0.4819,0.3934,0.7431,0.5912,0.8796,0.9985,22.9494
5,0.3695,0.3853,0.7521,0.6027,0.8559,0.9987,19.7967
6,0.3422,0.4882,0.7563,0.6082,0.8299,0.9988,20.1965
7,0.3276,0.3917,0.7819,0.6418,0.8596,0.9989,17.2721
8,0.3143,0.3675,0.7830,0.6434,0.8652,0.9989,16.6107
9,0.3038,0.3668,0.7781,0.6367,0.8612,0.9988,16.8895
10,0.2938,0.3660,0.7785,0.6374,0.8662,0.9988,17.4030
11,0.2853,0.3700,0.7707,0.6269,0.8627,0.9988,17.6736
12,0.2778,0.3717,0.7748,0.6324,0.8702,0.9988,17.6798
13,0.2710,0.3753,0.7673,0.6225,0.8629,0.9988,18.1448
14,0.2634,0.3835,0.7599,0.6127,0.8511,0.9988,18.5708
15,0.2594,0.3835,0.7617,0.6151,0.8569,0.9987,18.5651
