epoch,train_loss,val_loss,val_dice,val_iou,val_acc,val_acc_pixel,val_hd95
1,1.4400,1.3044,0.6300,0.4599,0.9098,0.9973,27.4930
2,1.1520,1.0355,0.6642,0.4972,0.9120,0.9977,34.0835
3,0.8426,0.6835,0.6522,0.4839,0.8748,0.9977,44.0190
4,0.5161,0.4071,0.7476,0.5970,0.8859,0.9985,22.2166
5,0.3926,0.3890,0.7571,0.6091,0.8610,0.9987,20.6279
6,0.3643,0.4521,0.7667,0.6217,0.8437,0.9988,18.4436
7,0.3463,0.3761,0.7770,0.6354,0.8577,0.9988,17.1377
8,0.3343,0.3839,0.7599,0.6128,0.8375,0.9988,17.3407
9,0.3244,0.3698,0.7752,0.6330,0.8589,0.9988,16.9952
10,0.3146,0.3662,0.7814,0.6412,0.8703,0.9988,17.0647
11,0.3051,0.3647,0.7772,0.6356,0.8736,0.9988,17.3240
12,0.2957,0.3706,0.7682,0.6236,0.8584,0.9988,17.3138
13,0.2879,0.3712,0.7707,0.6270,0.8656,0.9988,17.7062
14,0.2817,0.3762,0.7623,0.6158,0.8525,0.9988,17.2295
15,0.2755,0.3782,0.7598,0.6127,0.8551,0.9987,17.7587
