epoch,train_loss,val_loss,val_dice,val_iou
1,1.4532,0.6596,0.6600,0.4925
2,0.6893,0.4205,0.7432,0.5914
3,0.4532,0.3869,0.7559,0.6075
4,0.3921,0.3853,0.7636,0.6176
5,0.3499,0.4089,0.7411,0.5887
6,0.3211,0.4166,0.7296,0.5743
