epoch,train_loss,val_loss,val_dice,val_iou,val_acc,val_acc_pixel,val_hd95
1,1.5846,1.4496,0.4361,0.2789,0.7416,0.9965,65.1823
2,1.2777,1.1668,0.5034,0.3364,0.7726,0.9970,48.0875
3,1.0888,1.0173,0.6153,0.4443,0.8767,0.9973,38.5174
4,0.9633,1.1601,0.4794,0.3153,0.9458,0.9945,80.8399
5,0.8041,0.9149,0.6243,0.4538,0.9136,0.9972,42.6244
6,0.6653,0.8360,0.6972,0.5351,0.8969,0.9981,31.8257
7,0.5690,0.6654,0.7310,0.5760,0.8968,0.9984,27.3599
8,0.5181,0.5549,0.7454,0.5941,0.8898,0.9985,24.1250
9,0.4912,0.5369,0.7395,0.5866,0.8897,0.9985,23.8252
10,0.4756,0.4998,0.7600,0.6129,0.8661,0.9987,21.2585
11,0.4658,0.4984,0.7596,0.6124,0.8655,0.9987,20.9422
12,0.4549,0.4954,0.7647,0.6190,0.8840,0.9987,21.0885
13,0.4463,0.4970,0.7682,0.6237,0.8620,0.9988,20.2330
14,0.4395,0.4904,0.7697,0.6257,0.8667,0.9988,19.8962
15,0.4329,0.4872,0.7747,0.6323,0.8752,0.9988,20.7063
16,0.4273,0.5001,0.7630,0.6169,0.8516,0.9988,20.6939
17,0.4217,0.4905,0.7704,0.6266,0.8633,0.9988,20.6526
18,0.4148,0.4910,0.7715,0.6279,0.8652,0.9988,20.8189
19,0.4100,0.5011,0.7618,0.6152,0.8477,0.9988,20.9003
